Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10,2639,0,2639,2632,2,5,672,1,2,1966,3,1953,10,0.037893141341417205,0.07578628268283441,25.46419098143236,74.49791587722622,0.11367942402425162,74.0053050397878,0.378931413414172
gRNA_100,1516,0,1516,1508,8,0,1270,5,8,241,4,237,0,0.32981530343007914,0.5277044854881267,83.7730870712401,15.897097625329815,0.2638522427440633,15.633245382585754,0.0
gRNA_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10000,3087,0,3087,3083,1,3,94,0,1,2993,2,2980,11,0.0,0.032393909944930355,3.0450275348234532,96.95497246517655,0.06478781988986071,96.53385163589246,0.35633300939423385
gRNA_10001,1382,0,1382,1381,0,1,335,0,0,1047,0,1044,3,0.0,0.0,24.240231548480462,75.75976845151953,0.0,75.54269175108539,0.21707670043415342
gRNA_10002,789,0,789,789,0,0,189,0,0,600,0,598,2,0.0,0.0,23.954372623574145,76.04562737642586,0.0,75.79214195183776,0.25348542458808615
gRNA_10003,284,1,283,282,1,0,104,0,1,179,1,177,1,0.0,0.35335689045936397,36.74911660777385,63.25088339222616,0.35335689045936397,62.544169611307424,0.35335689045936397
gRNA_10004,1396,0,1396,1389,4,3,14,0,4,1382,0,1377,5,0.0,0.28653295128939826,1.002865329512894,98.99713467048711,0.0,98.63896848137536,0.35816618911174786
gRNA_10005,9175,4,9171,9155,3,13,6680,2,3,2489,12,2453,24,0.02180787264202377,0.03271180896303566,72.83829462435939,27.139897502998583,0.13084723585214264,26.747355795442157,0.2616944717042853
gRNA_10006,9725,0,9725,9707,5,13,980,2,5,8743,14,8710,19,0.020565552699228794,0.051413881748071974,10.077120822622108,89.90231362467867,0.14395886889460155,89.5629820051414,0.19537275064267354
gRNA_10007,851,0,851,847,4,0,131,1,4,719,1,714,4,0.11750881316098707,0.4700352526439483,15.393654524089307,84.4888366627497,0.11750881316098707,83.90129259694477,0.4700352526439483
gRNA_10008,707,10,697,660,32,5,40,3,32,654,0,649,5,0.430416068866571,4.591104734576758,5.738880918220947,93.83070301291248,0.0,93.11334289813486,0.7173601147776184
gRNA_10009,1497,0,1497,1488,4,5,40,0,4,1457,1,1450,6,0.0,0.26720106880427524,2.6720106880427523,97.32798931195725,0.06680026720106881,96.86038744154976,0.4008016032064128
gRNA_1001,621,0,621,615,4,2,0,0,4,621,0,619,2,0.0,0.644122383252818,0.0,100.0,0.0,99.6779388083736,0.322061191626409
gRNA_10010,314,2,312,312,0,0,0,0,0,312,0,173,139,0.0,0.0,0.0,100.0,0.0,55.44871794871795,44.55128205128205
gRNA_10011,411,0,411,407,3,1,98,2,3,311,0,310,1,0.48661800486618007,0.7299270072992701,23.844282238442823,75.669099756691,0.0,75.4257907542579,0.24330900243309003
gRNA_10012,300,0,300,288,10,2,2,0,10,298,0,295,3,0.0,3.3333333333333335,0.6666666666666667,99.33333333333333,0.0,98.33333333333333,1.0
gRNA_10013,1699,0,1699,1687,8,4,572,4,8,1123,5,1111,7,0.23543260741612712,0.47086521483225424,33.66686286050618,66.0977045320777,0.2942907592701589,65.39140670982931,0.4120070629782225
gRNA_10014,3440,0,3440,3409,26,5,16,10,26,3414,123,3265,26,0.29069767441860467,0.7558139534883721,0.46511627906976744,99.24418604651163,3.575581395348837,94.91279069767442,0.7558139534883721
gRNA_10015,1870,0,1870,1866,1,3,140,0,1,1730,5,1720,5,0.0,0.053475935828877004,7.4866310160427805,92.51336898395722,0.267379679144385,91.97860962566845,0.267379679144385
gRNA_10016,2699,2,2697,2689,5,3,61,2,5,2634,5,2608,21,0.07415647015202076,0.18539117538005193,2.261772339636633,97.66407119021135,0.18539117538005193,96.70003707823508,0.778642936596218
gRNA_10017,715,0,715,698,16,1,4,5,16,706,2,700,4,0.6993006993006993,2.237762237762238,0.5594405594405595,98.74125874125875,0.27972027972027974,97.9020979020979,0.5594405594405595
gRNA_10018,1072,0,1072,1070,2,0,129,1,2,942,4,934,4,0.09328358208955223,0.18656716417910446,12.033582089552239,87.8731343283582,0.3731343283582089,87.1268656716418,0.3731343283582089
gRNA_10019,4281,0,4281,4273,5,3,94,1,5,4186,5,4169,12,0.023359028264424198,0.116795141322121,2.1957486568558746,97.7808923148797,0.116795141322121,97.38378883438449,0.2803083391730904
gRNA_1002,544,0,544,529,13,2,98,8,13,438,2,433,3,1.4705882352941175,2.389705882352941,18.014705882352942,80.51470588235294,0.3676470588235294,79.59558823529412,0.5514705882352942
gRNA_10020,1,0,1,1,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
gRNA_10021,11,9,2,1,1,0,1,1,1,0,0,0,0,50.0,50.0,50.0,0.0,0.0,0.0,0.0
gRNA_10022,2288,0,2288,2273,9,6,4,0,9,2284,10,2173,101,0.0,0.3933566433566434,0.17482517482517482,99.82517482517483,0.4370629370629371,94.97377622377621,4.414335664335664
gRNA_10023,1818,1,1817,1814,1,2,282,0,1,1535,7,1523,5,0.0,0.0550357732526142,15.520088057237205,84.4799119427628,0.3852504127682994,83.81948266373142,0.27517886626307103
gRNA_10024,3721,0,3721,3717,2,2,202,2,2,3517,6,3504,7,0.053748992206396125,0.053748992206396125,5.428648212846009,94.51760279494759,0.16124697661918838,94.16823434560601,0.18812147272238647
gRNA_10025,4729,0,4729,4712,5,12,634,2,5,4093,12,4057,24,0.04229223937407486,0.10573059843518715,13.40663988158173,86.5510678790442,0.2537534362444491,85.78980757031086,0.5075068724888983
gRNA_10026,1536,0,1536,1532,0,4,675,0,0,861,4,853,4,0.0,0.0,43.9453125,56.0546875,0.26041666666666663,55.533854166666664,0.26041666666666663
gRNA_10027,1941,0,1941,1934,0,7,821,0,0,1120,3,1109,8,0.0,0.0,42.29778464708913,57.70221535291087,0.1545595054095827,57.13549716640907,0.41215868109222054
gRNA_10028,1865,0,1865,1854,6,5,167,3,6,1695,6,1684,5,0.16085790884718498,0.32171581769436997,8.954423592493297,90.88471849865952,0.32171581769436997,90.29490616621983,0.2680965147453083
gRNA_10029,3344,11,3333,3326,2,5,900,0,2,2433,9,2411,13,0.0,0.06000600060006001,27.002700270027002,72.997299729973,0.27002700270027,72.33723372337234,0.39003900390039004
gRNA_1003,329,0,329,327,1,1,8,0,1,321,22,287,12,0.0,0.303951367781155,2.43161094224924,97.56838905775076,6.68693009118541,87.2340425531915,3.64741641337386
gRNA_10030,2135,124,2011,2006,2,3,302,1,2,1708,3,1698,7,0.04972650422675286,0.09945300845350571,15.017404276479363,84.93286921929388,0.14917951268025859,84.43560417702636,0.34808552958727
gRNA_10031,1721,0,1721,1719,1,1,121,0,1,1600,10,1546,44,0.0,0.058105752469494475,7.030796048808832,92.96920395119118,0.5810575246949448,89.83149331783846,2.5566531086577573
gRNA_10032,157,0,157,142,15,0,0,0,15,157,2,155,0,0.0,9.554140127388536,0.0,100.0,1.2738853503184715,98.72611464968153,0.0
gRNA_10033,2841,0,2841,2823,3,15,171,1,3,2669,214,2132,323,0.03519887363604365,0.10559662090813093,6.019007391763464,93.94579373460049,7.5325589581133405,75.04399859204506,11.369236184442098
gRNA_10034,49,0,49,49,0,0,0,0,0,49,0,49,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_10035,873,0,873,871,1,1,687,0,1,186,0,184,2,0.0,0.11454753722794961,78.69415807560138,21.305841924398624,0.0,21.076746849942726,0.22909507445589922
gRNA_10036,2014,0,2014,1993,18,3,785,8,18,1221,11,1202,8,0.3972194637537239,0.893743793445879,38.97715988083416,60.62562065541211,0.5461767626613704,59.682224428997024,0.3972194637537239
gRNA_10037,946,0,946,945,1,0,16,0,1,930,6,911,13,0.0,0.10570824524312897,1.6913319238900635,98.30866807610994,0.6342494714587738,96.30021141649048,1.3742071881606766
