sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_1702	Btk	447.18/75.644/29.289	390.18/9892.8/861.35/38564/3606.3/2712.4/23566/6684.2/5064.6/471.84	75.644	4335.5	5.8222	70095	1793.4	100.59	1	0	0	0	True
gRNA_4802	Gata3	437.87/307.75/346.33	780.36/3.7193e+05/19030/1528.8/683.62/769.47/672.66/58102/63153/39595	346.33	10280	4.8875	4933.8	13755	84.695	1	0	0	0	True
gRNA_9530	Prdm14	676.48/564.34/514.24	3634.4/20974/39442/16646/1615/383.64/2.3884e+05/30294/432.15/10318	564.34	13482	4.5759	7543.3	26494	79.36	1	0	0	0	True
gRNA_10116	Ptprt	94.666/78.909/48.517	6674/6097.4/2079.6/221.25/4514.6/176.9/134.27/28.572/13588/10635	78.909	3297.1	5.3671	585.96	1897.5	73.879	1	0	0	0	True
gRNA_1253	Axl	118.71/124.62/123.19	373.81/11852/1041.1/384.46/5609.2/9190/1651.8/7700.1/635.13/6880.3	123.19	3630.5	4.8699	11.083	3442.5	59.777	1	0	0	0	True
gRNA_9573	Prex2	268.67/122.99/77.583	444.75/8664.1/9407.8/808.82/501.2/1797.4/1040.1/86576/8317.2/5436.2	122.99	3616.8	4.8668	11642	3434.9	59.613	1	0	0	0	True
gRNA_13516	safe_target	1084.3/387.47/384.79	1394.3/2284.7/30445/1556/839.17/485.56/1.0913e+05/16718/13516/24830	387.47	7900.4	4.3462	2.4279e+05	15991	59.411	1	0	0	0	True
gRNA_1944	Ccnd2	632.61/384.21/479.36	965.9/10911/10884/50879/7039.8/351.61/302.6/20516/3138/86845	479.36	8961.7	4.2217	16269	21280	58.148	1	0	0	0	True
gRNA_8656	Pdgfrb	219.98/107.21/207.93	60410/210.06/144.9/379.02/5839.6/152.15/4013.7/1.0194e+05/9004.7/9722.8	207.93	4926.7	4.5598	5145.3	6939.4	56.645	1	0	0	0	True
gRNA_11770	Sox9	230.5/309.92/204.35	4671.3/46664/4862.2/12756/24434/121.57/44314/5682.6/3519.4/477.56	230.5	5272.4	4.5096	3495.6	7967.3	56.486	1	0	0	0	True
gRNA_2051	Cdk12	117.2/150.47/69.534	40819/296.38/5712.8/727.21/7421.9/562/276.4/64677/7307.2/480.42	117.2	3220	4.7682	1689.6	3220.5	54.676	1	0	0	0	True
gRNA_6568	Kmt2d	160.48/155.37/115.14	316.51/9487/4918.6/210.36/977.43/259.16/10719/31515/2867.9/12188	155.37	3893.2	4.6383	822.08	4696.6	54.542	1	0	0	0	True
gRNA_6172	Kmt2a	145.45/483.25/570.13	35056/3329.2/20428/7921.3/549.2/225.67/1059.1/10502/6978.2/14181	483.25	7449.8	3.9436	60828	21512	47.498	1	0	0	0	True
gRNA_8526	Pax5	657.55/623.11/713.67	49597/379.83/13723/35673/17246/4472.7/21477/4360.4/214.44/900.79	657.55	9097.7	3.7883	2168	32535	46.792	1	0	0	0	True
gRNA_6335	Kmt2b	522.31/570.05/579.08	77395/4776.6/53694/11249/1104.2/1999/550.83/353.97/12614/24622	570.05	8012.8	3.8108	1180.2	26855	45.417	1	0	0	0	True
gRNA_11568	Smarcd1	633.21/924.05/1040.3	1757.2/336.66/5664.5/24272/62340/251.15/1.1337e+05/15870/27050/4263.7	924.05	10767	3.5411	49056	51398	43.417	1	0	0	0	True
gRNA_1572	Braf	299.02/222.85/101.73	480.22/8799.3/705.72/22455/1603.4/9824.8/6390.6/6649.3/572.92/68.632	222.85	3997	4.1587	10236	7614.8	43.251	1	0	0	0	True
gRNA_9695	Ptch1	482.94/346.93/283.06	240.11/276.24/928.44/1.7128e+05/12315/534.34/1532/14205/9237.2/15319	346.93	5384.6	3.9522	11290	13787	42.904	1	0	0	0	True
gRNA_13403	safe_target	565.59/268.84/311	13547/5297.4/316.63/5924.7/654.82/206.75/7785/1860.3/4491.7/6588.7	311	4894.6	3.9718	33296	11906	42.007	1	0	0	0	True
gRNA_2728	Dnmt3a	555.67/610.32/664.93	91103/15938/2830.9/24295/6431.1/261.34/190.6/11332/4221.6/8950.7	610.32	7690.9	3.6533	2984.5	29434	41.271	1	0	0	0	True
gRNA_7748	Nf1	424.94/378.76/199.88	1.2312e+05/1386.9/5135.9/7535.1/14638/6447/5144.2/755.57/816.83/5836.6	378.76	5490.4	3.854	17066	15511	41.043	1	0	0	0	True
gRNA_3134	Epas1	243.43/185.03/1136.9	6772.2/189.91/9083.1/7065.4/1081.1/531.42/18794/11067/1078.7/111.53	243.43	3926.7	4.0062	4.0087e+05	8571.8	39.783	1	0	0	0	True
gRNA_13089	Yes1	296.02/96.052/1948.3	53119/42607/3276.4/377.21/157.46/7461.8/7372.4/1309.5/2651.8/5590.6	296.02	4433.5	3.9001	1.385e+06	11143	39.196	1	0	0	0	True
gRNA_4255	Fgfr2	616.38/277/181.77	133.7/5542/6684.2/28176/2828.6/260.62/208.28/830.17/10139/44342	277	4185.3	3.9125	62123	10193	38.711	1	0	0	0	True
gRNA_65	Ago2	766.64/852.49/932.11	660.31/36420/7644.8/39389/3502.6/694.49/476.17/10430/36893/24802	852.49	9037.6	3.4046	6855.1	46120	38.114	1	3.8259e-318	7.6518e-318	4.053e-315	True
