sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_3084	Ep300	15.279/114.29/28.271	238.03/239.89/251.22	28.271	239.89	3.0408	3784.4	609.81	8.5696	1	5.9434e-18	1.1887e-17	1.2719e-14	True
gRNA_2569	Daxx	124.14/198.61/90.468	967.93/504.75/636.3	124.14	636.3	2.3484	3339.8	9864.5	5.1566	1	1.406e-07	2.812e-07	0.00015044	True
gRNA_3523	Erbb3	61.116/337.26/138.53	522.71/572.11/693.14	138.53	572.11	2.0382	22744	12142	3.9349	0.99995	4.6472e-05	9.2944e-05	0.02735	True
gRNA_3086	Ep300	103.13/166.76/120.62	586.77/285.3/498.77	120.62	498.77	2.0388	1217.1	9342	3.9123	0.99995	5.1121e-05	0.00010224	0.02735	True
gRNA_6081	Keap1	105.04/286.67/101.78	689.57/267.13/430	105.04	430	2.0231	16500	7190.7	3.8322	0.99993	7.1172e-05	0.00014234	0.030461	True
gRNA_10342	Raf1	82.125/129.28/49.004	332.92/291.35/357.57	82.125	332.92	2.0062	1660.5	4515.8	3.7321	0.99989	0.00010676	0.00021352	0.035164	True
gRNA_10598	Ret	210.09/266.06/249.73	852.47/1015.6/964.53	249.73	964.53	1.9452	919.2	37130	3.7096	0.99988	0.00011502	0.00023004	0.035164	True
gRNA_12164	Syk	131.78/83.379/98.007	582.81/299.67/373.16	98.007	373.16	1.918	677.34	6307	3.4647	0.9997	0.00029779	0.00059557	0.079658	True
gRNA_12026	Stat3	85.944/370.05/107.43	460.24/400.32/340.15	107.43	400.32	1.888	34716	7503	3.3813	0.9996	0.00040407	0.00080815	0.09608	True
gRNA_1149	Atrx	76.395/219.22/131.93	475.27/457.84/544.61	131.93	475.27	1.8411	5351.9	11070	3.2632	0.99938	0.0006153	0.0012306	0.13167	True
gRNA_5625	Irs1	217.73/299.79/222.4	503.73/734.05/806.83	222.4	734.05	1.7182	3005.5	29797	2.9641	0.99832	0.0016844	0.0033688	0.3272	True
gRNA_4461	Flt3	106.95/222.97/76.332	360.6/308.76/366.74	106.95	360.6	1.744	7198.6	7440	2.9407	0.99817	0.0018348	0.0036696	0.3272	True
gRNA_11305	Smad4	179.53/219.22/73.505	328.97/720.43/584.95	179.53	584.95	1.6986	6408.2	19847	2.8778	0.99777	0.0022281	0.0044562	0.34058	True
gRNA_1322	Bap1	338.05/458.12/247.84	1111.1/1076.9/587.7	338.05	1076.9	1.6686	11277	65997	2.8759	0.99778	0.0022237	0.0044475	0.34058	True
gRNA_3909	Etv6	339.96/528.38/331.72	643.7/1323.6/1068.1	339.96	1068.1	1.6488	17785	66707	2.8194	0.99734	0.0026558	0.0053116	0.35977	True
gRNA_6087	Keap1	166.16/414.08/178.11	456.29/665.94/572.12	178.11	572.12	1.678	27914	19551	2.8179	0.99731	0.0026898	0.0053797	0.35977	True
gRNA_2747	Dnmt3a	145.15/280.12/147.95	318.69/466.16/485.93	147.95	466.16	1.6491	8737.5	13754	2.7133	0.99628	0.0037159	0.0074317	0.46776	True
gRNA_2810	Dnmt3a	208.18/296.04/193.19	635.8/535.02/709.64	208.18	635.8	1.6061	3972.6	26284	2.6376	0.99536	0.004636	0.009272	0.55117	True
gRNA_9115	Pik3r3	45.837/156.45/41.465	163.69/130.16/141.2	45.837	141.2	1.6022	6127.5	1505.8	2.4574	0.99206	0.0079408	0.015882	0.88974	True
gRNA_4782	Gata3	84.035/207.04/69.736	275.99/181.62/251.22	84.035	251.22	1.5685	7667.7	4716.2	2.4344	0.99162	0.0083843	0.016769	0.88974	True
gRNA_10107	Ptprt	164.25/389.73/194.13	436.52/558.48/608.79	194.13	558.48	1.5197	19576	23021	2.4014	0.99092	0.0090774	0.018155	0.88974	True
