Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10,329,0,329,221,108,0,46,19,108,264,0,263,1,5.775075987841945,32.82674772036474,13.98176291793313,80.24316109422493,0.0,79.93920972644378,0.303951367781155
gRNA_100,357,0,357,357,0,0,320,0,0,37,0,37,0,0.0,0.0,89.6358543417367,10.364145658263306,0.0,10.364145658263306,0.0
gRNA_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10000,938,0,938,937,1,0,30,0,1,908,2,904,2,0.0,0.10660980810234541,3.1982942430703627,96.80170575692964,0.21321961620469082,96.37526652452026,0.21321961620469082
gRNA_10001,2623,0,2623,2621,2,0,0,0,2,2623,117,2488,18,0.0,0.07624857033930614,0.0,100.0,4.4605413648494086,94.85322150209684,0.6862371330537552
gRNA_10002,111,0,111,108,0,3,33,0,0,78,0,75,3,0.0,0.0,29.72972972972973,70.27027027027027,0.0,67.56756756756756,2.7027027027027026
gRNA_10003,2893,0,2893,1589,1301,3,516,0,1301,2377,0,2370,7,0.0,44.97061873487729,17.836156239198065,82.16384376080194,0.0,81.92188040096785,0.24196335983408226
gRNA_10004,280,0,280,278,0,2,1,0,0,279,0,277,2,0.0,0.0,0.35714285714285715,99.64285714285714,0.0,98.92857142857143,0.7142857142857143
gRNA_10005,2519,0,2519,2510,3,6,287,0,3,2232,1,2219,12,0.0,0.11909487892020643,11.393410083366415,88.60658991663358,0.03969829297340214,88.09051210797935,0.4763795156808257
gRNA_10006,719,0,719,637,81,1,77,0,81,642,0,640,2,0.0,11.265646731571627,10.70931849791377,89.29068150208623,0.0,89.01251738525731,0.27816411682892905
gRNA_10007,758,3,755,333,239,183,0,0,239,755,0,572,183,0.0,31.65562913907285,0.0,100.0,0.0,75.7615894039735,24.23841059602649
gRNA_10008,1815,0,1815,0,1811,4,0,38,1811,1777,0,1766,11,2.09366391184573,99.77961432506886,0.0,97.90633608815426,0.0,97.30027548209367,0.6060606060606061
gRNA_10009,782,0,782,174,607,1,0,95,607,687,0,686,1,12.148337595907927,77.62148337595907,0.0,87.85166240409207,0.0,87.7237851662404,0.1278772378516624
gRNA_1001,121,0,121,120,1,0,0,0,1,121,0,121,0,0.0,0.8264462809917356,0.0,100.0,0.0,100.0,0.0
gRNA_10010,63,0,63,63,0,0,0,0,0,63,0,62,1,0.0,0.0,0.0,100.0,0.0,98.4126984126984,1.5873015873015872
gRNA_10011,450,0,450,396,53,1,110,29,53,311,1,308,2,6.444444444444445,11.777777777777777,24.444444444444443,69.11111111111111,0.2222222222222222,68.44444444444444,0.4444444444444444
gRNA_10012,668,0,668,169,498,1,1,7,498,660,5,652,3,1.0479041916167664,74.55089820359282,0.14970059880239522,98.80239520958084,0.7485029940119761,97.60479041916167,0.4491017964071856
gRNA_10013,1050,0,1050,695,351,4,104,233,351,713,2,447,264,22.19047619047619,33.42857142857143,9.904761904761905,67.9047619047619,0.19047619047619047,42.57142857142857,25.142857142857146
gRNA_10014,2726,0,2726,74,2650,2,0,672,2650,2054,11,2032,11,24.651504035216433,97.21203228173148,0.0,75.34849596478357,0.4035216434336023,74.54145267791637,0.4035216434336023
gRNA_10015,1143,0,1143,1138,0,5,103,0,0,1040,1,1032,7,0.0,0.0,9.011373578302711,90.98862642169728,0.08748906386701663,90.28871391076116,0.6124234470691163
gRNA_10016,2276,0,2276,412,1863,1,0,556,1863,1720,2,1712,6,24.42882249560633,81.85413005272407,0.0,75.57117750439367,0.08787346221441124,75.21968365553603,0.26362038664323373
gRNA_10017,992,0,992,220,772,0,0,38,772,954,0,951,3,3.8306451612903225,77.82258064516128,0.0,96.16935483870968,0.0,95.86693548387096,0.3024193548387097
gRNA_10018,226,0,226,174,51,1,27,42,51,157,1,155,1,18.58407079646018,22.566371681415927,11.946902654867257,69.46902654867256,0.4424778761061947,68.58407079646017,0.4424778761061947
gRNA_10019,620,0,620,467,153,0,8,1,153,611,0,611,0,0.16129032258064516,24.677419354838708,1.2903225806451613,98.54838709677419,0.0,98.54838709677419,0.0
gRNA_1002,1738,0,1738,45,1692,1,0,906,1692,832,0,531,301,52.12888377445339,97.35327963176064,0.0,47.87111622554661,0.0,30.55235903337169,17.318757192174914
gRNA_10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10021,16,0,16,0,9,7,0,5,9,11,0,4,7,31.25,56.25,0.0,68.75,0.0,25.0,43.75
gRNA_10022,2211,0,2211,2080,128,3,1,0,128,2210,1,2199,10,0.0,5.789235639981909,0.045228403437358664,99.95477159656264,0.045228403437358664,99.4572591587517,0.45228403437358666
gRNA_10023,383,0,383,260,122,1,44,0,122,339,0,338,1,0.0,31.853785900783286,11.488250652741515,88.51174934725849,0.0,88.25065274151436,0.26109660574412535
gRNA_10024,563,0,563,45,517,1,1,0,517,562,0,560,2,0.0,91.82948490230906,0.17761989342806395,99.82238010657194,0.0,99.46714031971581,0.3552397868561279
gRNA_10025,2932,92,2840,1747,1087,6,206,0,1087,2634,1,2620,13,0.0,38.274647887323944,7.253521126760563,92.74647887323944,0.035211267605633804,92.25352112676056,0.45774647887323944
gRNA_10026,646,0,646,642,4,0,238,0,4,408,2,406,0,0.0,0.6191950464396285,36.84210526315789,63.1578947368421,0.30959752321981426,62.848297213622295,0.0
gRNA_10027,1300,0,1300,1102,197,1,0,0,197,1300,0,1295,5,0.0,15.153846153846153,0.0,100.0,0.0,99.61538461538461,0.38461538461538464
gRNA_10028,1307,0,1307,837,467,3,71,395,467,841,3,834,4,30.22188217291507,35.730680948737565,5.432287681713849,64.34583014537108,0.22953328232593728,63.810252486610565,0.306044376434583
gRNA_10029,894,0,894,758,136,0,206,1,136,687,2,684,1,0.11185682326621924,15.212527964205815,23.042505592841163,76.84563758389261,0.22371364653243847,76.51006711409396,0.11185682326621924
gRNA_1003,67,0,67,66,1,0,4,1,1,62,1,60,1,1.4925373134328357,1.4925373134328357,5.970149253731343,92.53731343283582,1.4925373134328357,89.55223880597015,1.4925373134328357
gRNA_10030,1427,632,795,108,680,7,29,319,680,447,0,440,7,40.125786163522015,85.53459119496856,3.647798742138365,56.22641509433962,0.0,55.34591194968554,0.8805031446540881
gRNA_10031,2607,0,2607,2501,105,1,152,7,105,2448,2,2443,3,0.2685078634445723,4.027617951668585,5.830456463367856,93.90103567318758,0.07671653241273495,93.70924434215574,0.11507479861910241
gRNA_10032,262,0,262,35,227,0,0,0,227,262,0,262,0,0.0,86.64122137404581,0.0,100.0,0.0,100.0,0.0
gRNA_10033,1183,0,1183,317,823,43,24,0,823,1159,1,1111,47,0.0,69.56889264581572,2.0287404902789516,97.97125950972105,0.08453085376162299,93.91377852916315,3.9729501267962806
gRNA_10034,18,0,18,18,0,0,0,0,0,18,0,18,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_10035,258,0,258,257,1,0,208,1,1,49,0,49,0,0.3875968992248062,0.3875968992248062,80.62015503875969,18.992248062015506,0.0,18.992248062015506,0.0
gRNA_10036,114,0,114,0,114,0,0,51,114,63,0,61,2,44.73684210526316,100.0,0.0,55.26315789473685,0.0,53.50877192982456,1.7543859649122806
gRNA_10037,1055,0,1055,1048,7,0,1,0,7,1054,1,1051,2,0.0,0.6635071090047393,0.09478672985781991,99.90521327014218,0.09478672985781991,99.62085308056872,0.18957345971563982
gRNA_10038,1143,0,1143,1141,1,1,96,0,1,1047,2,1043,2,0.0,0.08748906386701663,8.398950131233596,91.60104986876641,0.17497812773403326,91.25109361329834,0.17497812773403326
gRNA_10039,2378,0,2378,316,2059,3,0,1,2059,2377,0,2368,9,0.04205214465937763,86.58536585365853,0.0,99.95794785534062,0.0,99.57947855340622,0.37846930193439865
gRNA_1004,1251,0,1251,1245,0,6,8,0,0,1243,0,1234,9,0.0,0.0,0.6394884092725819,99.36051159072741,0.0,98.64108713029577,0.7194244604316548
gRNA_10040,318,0,318,296,21,1,0,0,21,318,1,316,1,0.0,6.60377358490566,0.0,100.0,0.3144654088050315,99.37106918238993,0.3144654088050315
gRNA_10041,1626,0,1626,760,863,3,16,0,863,1610,1,1603,6,0.0,53.075030750307505,0.984009840098401,99.0159901599016,0.06150061500615006,98.58548585485855,0.36900369003690037
gRNA_10042,1210,0,1210,50,1160,0,0,2,1160,1208,1,1155,52,0.1652892561983471,95.86776859504133,0.0,99.83471074380165,0.08264462809917356,95.45454545454545,4.297520661157025
gRNA_10043,580,0,580,352,227,1,0,0,227,580,0,577,3,0.0,39.13793103448276,0.0,100.0,0.0,99.48275862068967,0.5172413793103449
gRNA_10044,254,0,254,0,254,0,0,1,254,253,0,252,1,0.39370078740157477,100.0,0.0,99.60629921259843,0.0,99.21259842519686,0.39370078740157477
gRNA_10045,1089,1,1088,0,1087,1,0,570,1087,518,0,516,2,52.38970588235294,99.90808823529412,0.0,47.61029411764706,0.0,47.42647058823529,0.1838235294117647
gRNA_10046,1702,0,1702,516,1186,0,147,0,1186,1555,1,1551,3,0.0,69.68272620446534,8.63689776733255,91.36310223266744,0.05875440658049354,91.12808460634547,0.17626321974148063
gRNA_10047,2605,0,2605,74,2531,0,28,1446,2531,1131,3,1127,1,55.50863723608445,97.15930902111324,1.0748560460652592,43.41650671785029,0.11516314779270634,43.26295585412668,0.038387715930902115
gRNA_10048,678,0,678,674,4,0,0,4,4,674,0,671,3,0.5899705014749262,0.5899705014749262,0.0,99.41002949852508,0.0,98.96755162241888,0.4424778761061947
gRNA_10049,3,0,3,1,2,0,0,2,2,1,0,1,0,66.66666666666666,66.66666666666666,0.0,33.33333333333333,0.0,33.33333333333333,0.0
gRNA_1005,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
gRNA_10050,2561,0,2561,1292,1269,0,329,1199,1269,1033,625,395,13,46.81764935572042,49.550956657555645,12.846544318625536,40.33580632565404,24.404529480671613,15.42366263178446,0.5076142131979695
gRNA_10051,511,110,401,397,0,4,362,0,0,39,0,35,4,0.0,0.0,90.27431421446383,9.72568578553616,0.0,8.728179551122196,0.997506234413965
gRNA_10052,451,0,451,447,0,4,37,0,0,414,0,391,23,0.0,0.0,8.2039911308204,91.7960088691796,0.0,86.69623059866962,5.099778270509978
gRNA_10053,627,308,319,98,221,0,6,0,221,313,0,310,3,0.0,69.27899686520375,1.8808777429467085,98.11912225705329,0.0,97.17868338557993,0.9404388714733543
gRNA_10054,888,0,888,884,0,4,0,0,0,888,819,11,58,0.0,0.0,0.0,100.0,92.22972972972973,1.2387387387387387,6.531531531531531
gRNA_10055,5,0,5,1,4,0,0,0,4,5,0,5,0,0.0,80.0,0.0,100.0,0.0,100.0,0.0
gRNA_10056,599,2,597,596,0,1,228,0,0,369,0,367,2,0.0,0.0,38.19095477386934,61.80904522613066,0.0,61.47403685092128,0.33500837520938026
gRNA_10057,3941,0,3941,3888,46,7,2292,0,46,1649,9,1621,19,0.0,1.1672164425272773,58.157827962446085,41.84217203755392,0.2283684344075108,41.13169246384166,0.482111139304745
gRNA_10058,669,0,669,668,0,1,167,0,0,502,0,499,3,0.0,0.0,24.962630792227205,75.0373692077728,0.0,74.58893871449925,0.4484304932735426
gRNA_10059,1424,0,1424,575,848,1,292,91,848,1041,0,989,52,6.390449438202247,59.55056179775281,20.50561797752809,73.10393258426966,0.0,69.45224719101124,3.651685393258427
gRNA_1006,207,0,207,207,0,0,152,0,0,55,0,55,0,0.0,0.0,73.42995169082126,26.570048309178745,0.0,26.570048309178745,0.0
gRNA_10060,332,0,332,332,0,0,0,0,0,332,0,331,1,0.0,0.0,0.0,100.0,0.0,99.69879518072288,0.30120481927710846
gRNA_10061,3259,0,3259,1063,2187,9,456,1459,2187,1344,1,1181,162,44.768333844737654,67.10647437864375,13.992022092666462,41.239644062595886,0.03068425897514575,36.23810984964713,4.9708499539736115
gRNA_10062,1142,7,1135,18,1116,1,4,0,1116,1131,0,1129,2,0.0,98.32599118942731,0.3524229074889868,99.64757709251101,0.0,99.47136563876651,0.1762114537444934
gRNA_10063,477,0,477,72,404,1,0,9,404,468,1,466,1,1.8867924528301887,84.69601677148847,0.0,98.11320754716981,0.20964360587002098,97.69392033542978,0.20964360587002098
gRNA_10064,870,28,842,631,211,0,5,7,211,830,0,827,3,0.831353919239905,25.05938242280285,0.5938242280285035,98.57482185273159,0.0,98.2185273159145,0.35629453681710216
gRNA_10065,2054,0,2054,67,1984,3,0,353,1984,1701,2,1692,7,17.185978578383644,96.59201557935735,0.0,82.81402142161636,0.09737098344693282,82.37585199610517,0.34079844206426485
gRNA_10066,533,0,533,449,84,0,181,0,84,352,0,352,0,0.0,15.75984990619137,33.95872420262664,66.04127579737336,0.0,66.04127579737336,0.0
gRNA_10067,272,0,272,118,154,0,0,0,154,272,0,271,1,0.0,56.61764705882353,0.0,100.0,0.0,99.63235294117648,0.3676470588235294
gRNA_10068,1310,0,1310,945,365,0,160,0,365,1150,123,989,38,0.0,27.86259541984733,12.213740458015266,87.78625954198473,9.389312977099237,75.49618320610688,2.900763358778626
gRNA_10069,1050,0,1050,32,1017,1,1,0,1017,1049,2,1045,2,0.0,96.85714285714285,0.09523809523809523,99.90476190476191,0.19047619047619047,99.52380952380952,0.19047619047619047
gRNA_1007,1033,0,1033,1020,11,2,214,3,11,816,0,813,3,0.29041626331074544,1.0648596321393997,20.716360116166506,78.99322362052274,0.0,78.702807357212,0.29041626331074544
gRNA_10070,2513,0,2513,2092,418,3,5,0,418,2508,12,2488,8,0.0,16.63350576999602,0.19896538002387587,99.80103461997612,0.47751691205730207,99.00517309988062,0.31834460803820136
gRNA_10071,530,0,530,529,1,0,0,0,1,530,0,530,0,0.0,0.18867924528301888,0.0,100.0,0.0,100.0,0.0
gRNA_10072,1818,0,1818,1514,304,0,0,76,304,1742,0,1736,6,4.180418041804181,16.721672167216724,0.0,95.81958195819583,0.0,95.48954895489548,0.33003300330033003
gRNA_10073,1403,0,1403,363,1039,1,184,604,1039,615,2,611,2,43.05060584461867,74.05559515324305,13.114754098360656,43.83464005702067,0.14255167498218105,43.549536707056305,0.14255167498218105
gRNA_10074,19,0,19,1,0,18,0,0,0,19,0,1,18,0.0,0.0,0.0,100.0,0.0,5.263157894736842,94.73684210526315
gRNA_10075,648,0,648,646,0,2,0,0,0,648,0,645,3,0.0,0.0,0.0,100.0,0.0,99.53703703703704,0.4629629629629629
gRNA_10076,822,0,822,820,0,2,276,0,0,546,2,542,2,0.0,0.0,33.57664233576642,66.42335766423358,0.24330900243309003,65.93673965936739,0.24330900243309003
gRNA_10077,4090,97,3993,3987,1,5,2938,1,1,1054,4,1045,5,0.025043826696719257,0.025043826696719257,73.57876283496118,26.3961933383421,0.10017530678687703,26.170798898071624,0.12521913348359628
gRNA_10078,1611,0,1611,1271,339,1,229,45,339,1337,4,1331,2,2.793296089385475,21.042830540037244,14.214773432650526,82.99193047796399,0.2482929857231533,82.61949099937927,0.12414649286157665
gRNA_10079,622,0,622,417,204,1,56,92,204,474,1,472,1,14.790996784565916,32.79742765273312,9.003215434083602,76.20578778135048,0.1607717041800643,75.88424437299035,0.1607717041800643
gRNA_1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10080,436,0,436,16,420,0,0,0,420,436,0,435,1,0.0,96.3302752293578,0.0,100.0,0.0,99.77064220183486,0.22935779816513763
gRNA_10081,538,0,538,2,8,528,1,0,8,537,2,7,528,0.0,1.486988847583643,0.18587360594795538,99.81412639405205,0.37174721189591076,1.3011152416356877,98.14126394052045
gRNA_10082,1439,0,1439,787,650,2,211,125,650,1103,2,1096,5,8.686587908269631,45.17025712300208,14.662960389159139,76.65045170257123,0.13898540653231412,76.16400277970813,0.34746351633078526
gRNA_10083,979,0,979,181,480,318,13,125,480,841,1,521,319,12.768130745658834,49.02962206332993,1.3278855975485189,85.90398365679265,0.10214504596527069,53.217568947906024,32.58426966292135
gRNA_10084,964,0,964,873,85,6,84,12,85,868,0,861,7,1.2448132780082988,8.817427385892117,8.71369294605809,90.04149377593362,0.0,89.31535269709543,0.7261410788381742
gRNA_10085,1574,0,1574,300,1273,1,67,1007,1273,500,164,327,9,63.977128335451084,80.87674714104193,4.256670902160101,31.76620076238882,10.419313850063533,20.775095298602288,0.5717916137229987
gRNA_10086,372,0,372,207,164,1,0,0,164,372,0,371,1,0.0,44.086021505376344,0.0,100.0,0.0,99.73118279569893,0.2688172043010753
gRNA_10087,4371,76,4295,2834,1457,4,8,293,1457,3994,220,3746,28,6.821885913853317,33.923166472642606,0.18626309662398138,92.9918509895227,5.122235157159487,87.21769499417927,0.6519208381839348
gRNA_10088,71,0,71,70,1,0,0,0,1,71,0,71,0,0.0,1.4084507042253522,0.0,100.0,0.0,100.0,0.0
gRNA_10089,1025,0,1025,671,348,6,39,0,348,986,0,977,9,0.0,33.951219512195124,3.8048780487804876,96.1951219512195,0.0,95.3170731707317,0.878048780487805
gRNA_1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10090,637,0,637,322,314,1,169,0,314,468,0,465,3,0.0,49.293563579277865,26.53061224489796,73.46938775510205,0.0,72.99843014128729,0.47095761381475665
gRNA_10091,979,0,979,70,909,0,16,115,909,848,0,846,2,11.746680286006129,92.84984678243106,1.634320735444331,86.61899897854954,0.0,86.414708886619,0.20429009193054137
gRNA_10092,312,0,312,0,312,0,0,160,312,152,0,152,0,51.28205128205128,100.0,0.0,48.717948717948715,0.0,48.717948717948715,0.0
gRNA_10093,1162,0,1162,1153,0,9,33,0,0,1129,2,1117,10,0.0,0.0,2.8399311531841653,97.16006884681583,0.17211703958691912,96.12736660929431,0.8605851979345954
gRNA_10094,9,0,9,5,4,0,2,3,4,4,0,4,0,33.33333333333333,44.44444444444444,22.22222222222222,44.44444444444444,0.0,44.44444444444444,0.0
gRNA_10095,1956,517,1439,188,1251,0,0,23,1251,1416,2,1414,0,1.5983321751216122,86.93537178596247,0.0,98.40166782487839,0.13898540653231412,98.26268241834607,0.0
gRNA_10096,8,0,8,7,0,1,1,0,0,7,1,5,1,0.0,0.0,12.5,87.5,12.5,62.5,12.5
gRNA_10097,1538,0,1538,1206,331,1,1,0,331,1537,1,1530,6,0.0,21.52145643693108,0.06501950585175553,99.93498049414823,0.06501950585175553,99.47984395318595,0.3901170351105332
gRNA_10098,3683,0,3683,2,3680,1,0,10,3680,3673,2,3661,10,0.27151778441487917,99.91854466467554,0.0,99.72848221558512,0.054303556882975834,99.40266087428726,0.27151778441487917
gRNA_10099,216,0,216,70,146,0,0,42,146,174,0,174,0,19.444444444444446,67.5925925925926,0.0,80.55555555555556,0.0,80.55555555555556,0.0
gRNA_101,186,0,186,184,2,0,105,2,2,79,1,78,0,1.0752688172043012,1.0752688172043012,56.451612903225815,42.473118279569896,0.5376344086021506,41.935483870967744,0.0
gRNA_1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10100,471,0,471,177,294,0,89,183,294,199,2,197,0,38.853503184713375,62.42038216560509,18.895966029723994,42.25053078556263,0.42462845010615713,41.825902335456476,0.0
gRNA_10101,76,0,76,1,75,0,1,63,75,12,0,12,0,82.89473684210526,98.68421052631578,1.3157894736842104,15.789473684210526,0.0,15.789473684210526,0.0
gRNA_10102,406,0,406,4,402,0,0,0,402,406,0,405,1,0.0,99.01477832512316,0.0,100.0,0.0,99.75369458128078,0.24630541871921183
gRNA_10103,287,0,287,3,283,1,1,0,283,286,0,284,2,0.0,98.60627177700349,0.34843205574912894,99.65156794425087,0.0,98.95470383275261,0.6968641114982579
gRNA_10104,79,0,79,25,54,0,14,44,54,21,0,21,0,55.69620253164557,68.35443037974683,17.72151898734177,26.582278481012654,0.0,26.582278481012654,0.0
gRNA_10105,216,0,216,187,29,0,2,1,29,213,0,213,0,0.4629629629629629,13.425925925925927,0.9259259259259258,98.61111111111111,0.0,98.61111111111111,0.0
gRNA_10106,1,0,1,0,1,0,0,0,1,1,0,1,0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
gRNA_10107,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
