Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,8,8,8,0,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_13832
HDR,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13832
Reference,4.91803279,95.08196721,61,61,61,3,58,0,0,0,58,0,0,58,0,0,0,0,gRNA_13833
HDR,,,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13833
Reference,3.38983051,96.61016949,62,62,59,2,57,0,0,30,57,0,0,27,0,0,30,0,gRNA_13834
HDR,0.0,100.0,62,62,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_13834
Reference,0.0,100.0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13835
HDR,0.0,100.0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13835
Reference,0.0,100.0,6,6,5,0,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_13836
HDR,0.0,100.0,6,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13836
Reference,0.0,100.0,13,13,13,0,13,0,10,1,11,2,0,2,0,8,1,0,gRNA_13837
HDR,,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13837
Reference,0.38167939,99.61832061,263,263,262,1,261,0,0,2,260,0,1,259,0,0,1,0,gRNA_13838
HDR,100.0,0.0,263,263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13838
Reference,0.32644178,99.67355822,923,922,919,3,916,0,0,5,914,0,2,911,0,0,3,0,gRNA_13839
HDR,0.0,100.0,923,922,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13839
Reference,3.0,97.0,201,201,200,6,194,0,0,6,189,0,5,188,0,0,1,0,gRNA_13840
HDR,,,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13840
Reference,0.11261261,99.88738739,898,898,888,1,887,0,0,6,886,0,1,881,0,0,5,0,gRNA_13841
HDR,0.0,100.0,898,898,7,0,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_13841
Reference,7.02875399,92.97124601,317,317,313,22,291,0,0,1,291,0,0,290,0,0,1,0,gRNA_13842
HDR,50.0,50.0,317,317,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13842
Reference,2.21238938,97.78761062,260,255,226,5,221,0,0,3,220,0,1,218,0,0,2,0,gRNA_13843
HDR,51.72413793,48.27586207,260,255,29,15,14,0,0,0,14,0,0,14,0,0,0,0,gRNA_13843
Reference,2.67558528,97.32441472,901,900,897,24,873,0,0,1,872,0,1,872,0,0,0,0,gRNA_13844
HDR,0.0,100.0,901,900,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13844
Reference,15.13353116,84.86646884,342,342,337,51,286,0,0,4,282,0,4,282,0,0,0,0,gRNA_13845
HDR,0.0,100.0,342,342,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_13845
Reference,17.00223714,82.99776286,895,895,894,152,742,0,0,1,741,0,1,741,0,0,0,0,gRNA_13846
HDR,,,895,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13846
Reference,15.28089888,84.71910112,1353,1348,1335,204,1131,0,0,4,1127,0,4,1127,0,0,0,0,gRNA_13847
HDR,25.0,75.0,1353,1348,12,3,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_13847
Reference,20.83333333,79.16666667,340,340,336,70,266,0,0,0,266,0,0,266,0,0,0,0,gRNA_13848
HDR,0.0,100.0,340,340,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_13848
Reference,0.51679587,99.48320413,394,394,387,2,385,0,0,1,385,0,0,384,0,0,1,0,gRNA_13849
HDR,0.0,100.0,394,394,4,0,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_13849
Reference,3.15789474,96.84210526,381,381,380,12,368,0,0,1,367,0,1,367,0,0,0,0,gRNA_13850
HDR,,,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13850
Reference,18.03833145,81.96166855,890,890,887,160,727,0,0,3,725,0,2,724,0,0,1,0,gRNA_13851
HDR,100.0,0.0,890,890,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13851
Reference,6.22665006,93.77334994,810,810,803,50,753,0,0,0,753,0,0,753,0,0,0,0,gRNA_13852
HDR,33.33333333,66.66666667,810,810,3,1,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_13852
Reference,3.03951368,96.96048632,332,332,329,10,319,0,0,1,318,0,1,318,0,0,0,0,gRNA_13853
HDR,0.0,100.0,332,332,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_13853
Reference,8.82778582,91.17221418,1385,1385,1382,122,1260,0,0,6,1254,0,6,1254,0,0,0,0,gRNA_13854
HDR,0.0,100.0,1385,1385,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13854
Reference,15.38461538,84.61538462,249,249,247,38,209,0,0,1,208,0,1,208,0,0,0,0,gRNA_13855
HDR,100.0,0.0,249,249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13855
