Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,66,66,7,0,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_13832
HDR,23.72881356,76.27118644,66,66,59,14,45,0,0,0,45,0,0,45,0,0,0,0,gRNA_13832
Reference,0.38314176,99.61685824,261,261,261,1,260,0,1,24,235,1,24,235,0,0,0,0,gRNA_13833
HDR,,,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13833
Reference,0.0,100.0,573,573,264,0,264,0,0,3,262,0,2,261,0,0,1,0,gRNA_13834
HDR,15.25974026,84.74025974,573,573,308,47,261,0,0,1,260,0,1,260,0,0,0,0,gRNA_13834
Reference,0.0,100.0,694,694,692,0,692,0,0,1,692,0,0,691,0,0,1,0,gRNA_13835
HDR,,,694,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13835
Reference,0.0,100.0,549,549,512,0,512,0,0,2,512,0,0,510,0,0,2,0,gRNA_13836
HDR,0.0,100.0,549,549,34,0,34,0,0,0,34,0,0,34,0,0,0,0,gRNA_13836
Reference,0.0,100.0,1932,1927,193,0,193,0,2,0,191,2,0,191,0,0,0,0,gRNA_13837
HDR,0.0,100.0,1932,1927,1733,0,1733,0,0,7,1733,0,0,1726,0,0,7,0,gRNA_13837
Reference,0.0,100.0,4,4,4,0,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_13838
HDR,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13838
Reference,0.0,100.0,7007,7007,234,0,234,0,1,2,233,0,1,231,0,1,1,0,gRNA_13839
HDR,0.0,100.0,7007,7007,6771,0,6771,0,0,18,6771,0,0,6753,0,0,18,0,gRNA_13839
Reference,0.0,100.0,454,453,332,0,332,0,217,55,274,57,1,113,0,107,1,53,gRNA_13840
HDR,0.0,100.0,454,453,119,0,119,0,0,0,119,0,0,119,0,0,0,0,gRNA_13840
Reference,,,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13841
HDR,0.0498008,99.9501992,2010,2010,2008,1,2007,0,0,8,2007,0,0,1999,0,0,8,0,gRNA_13841
Reference,4.16666667,95.83333333,30,30,24,1,23,0,0,0,23,0,0,23,0,0,0,0,gRNA_13842
HDR,25.0,75.0,30,30,4,1,3,0,1,0,3,0,0,2,0,1,0,0,gRNA_13842
