Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,20,20,17,0,17,0,0,0,17,0,0,17,0,0,0,0,gRNA_13832
HDR,0.0,100.0,20,20,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_13832
Reference,0.0,100.0,67,67,67,0,67,0,0,0,67,0,0,67,0,0,0,0,gRNA_13833
HDR,,,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13833
Reference,0.0,100.0,34,34,34,0,34,0,0,1,33,0,1,33,0,0,0,0,gRNA_13834
HDR,,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13834
Reference,0.0,100.0,172,172,73,0,73,0,0,2,72,0,1,71,0,0,1,0,gRNA_13835
HDR,0.0,100.0,172,172,99,0,99,0,0,1,99,0,0,98,0,0,1,0,gRNA_13835
Reference,0.0,100.0,213,213,200,0,200,0,0,0,200,0,0,200,0,0,0,0,gRNA_13836
HDR,0.0,100.0,213,213,13,0,13,0,0,0,13,0,0,13,0,0,0,0,gRNA_13836
Reference,0.0,100.0,16840,16840,9,0,9,0,1,0,9,0,0,8,0,1,0,0,gRNA_13837
HDR,0.0,100.0,16840,16840,16822,0,16822,0,0,25,16822,0,0,16797,0,0,25,0,gRNA_13837
Reference,0.0,100.0,66,66,66,0,66,0,4,0,66,0,0,62,0,4,0,0,gRNA_13838
HDR,,,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13838
Reference,0.0,100.0,328,328,327,0,327,0,0,1,327,0,0,326,0,0,1,0,gRNA_13839
HDR,0.0,100.0,328,328,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13839
Reference,0.0,100.0,1237,1237,1231,0,1231,0,93,1,1230,0,0,1138,1,92,0,0,gRNA_13840
HDR,0.0,100.0,1237,1237,4,0,4,0,2,0,2,2,0,2,0,0,0,0,gRNA_13840
Reference,,,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13841
HDR,0.0,100.0,443,443,442,0,442,0,0,0,442,0,0,442,0,0,0,0,gRNA_13841
Reference,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13842
HDR,0.0,100.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13842
Reference,0.0,100.0,285,285,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_13843
HDR,65.84507042,34.15492958,285,285,284,187,97,0,0,0,97,0,0,97,0,0,0,0,gRNA_13843
Reference,2.37001926,97.62998074,13520,13520,13502,320,13182,0,0,6,13178,0,4,13176,0,0,2,0,gRNA_13844
