Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13832
HDR,0.0,100.0,4,4,4,0,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_13832
Reference,0.0,100.0,124,124,123,0,123,0,0,0,123,0,0,123,0,0,0,0,gRNA_13833
HDR,,,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13833
Reference,1.98019802,98.01980198,322,321,101,2,99,0,0,2,98,0,1,97,0,0,1,0,gRNA_13834
HDR,0.0,100.0,322,321,217,0,217,0,0,0,217,0,0,217,0,0,0,0,gRNA_13834
Reference,0.0,100.0,447,446,443,0,443,0,0,0,443,0,0,443,0,0,0,0,gRNA_13835
HDR,0.0,100.0,447,446,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_13835
Reference,0.0,100.0,356,356,355,0,355,0,0,2,355,0,0,353,0,0,2,0,gRNA_13836
HDR,,,356,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13836
Reference,0.0,100.0,4559,4559,4074,0,4074,0,1,10,4074,0,0,4063,0,1,10,0,gRNA_13837
HDR,0.0,100.0,4559,4559,484,0,484,0,0,1,484,0,0,483,0,0,1,0,gRNA_13837
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13838
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13838
Reference,0.0,100.0,1992,1992,1475,0,1475,0,2,3,1475,0,0,1470,0,2,3,0,gRNA_13839
HDR,0.96711799,99.03288201,1992,1992,517,5,512,0,0,0,512,0,0,512,0,0,0,0,gRNA_13839
Reference,0.15698587,99.84301413,1320,1320,1274,2,1272,0,5,5,1268,0,0,1266,4,1,1,0,gRNA_13840
HDR,0.0,100.0,1320,1320,41,0,41,0,0,0,41,0,0,41,0,0,0,0,gRNA_13840
Reference,,,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13841
HDR,0.0,100.0,291,291,291,0,291,0,0,1,291,0,0,290,0,0,1,0,gRNA_13841
Reference,4.12698413,95.87301587,319,319,315,13,302,0,0,1,301,0,1,301,0,0,0,0,gRNA_13842
HDR,0.0,100.0,319,319,4,0,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_13842
Reference,,,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13843
HDR,68.40490798,31.59509202,326,326,326,223,103,0,0,0,103,0,0,103,0,0,0,0,gRNA_13843
Reference,2.85714286,97.14285714,1296,1296,1190,34,1156,0,0,1,1155,0,1,1155,0,0,0,0,gRNA_13844
HDR,7.69230769,92.30769231,1296,1296,104,8,96,0,0,0,96,0,0,96,0,0,0,0,gRNA_13844
Reference,,,2223,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13845
