Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
Reference,0.0,100.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_3
HDR,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
Reference,59.10543131,40.89456869,391,391,313,185,128,0,0,0,128,0,0,128,0,0,0,0,gRNA_4
HDR,70.58823529,29.41176471,391,391,68,48,20,0,4,0,16,4,0,16,0,0,0,0,gRNA_4
Reference,23.52941176,76.47058824,252,169,34,8,26,0,0,15,26,0,0,11,0,0,15,0,gRNA_5
HDR,63.63636364,36.36363636,252,169,132,84,48,0,0,0,48,0,0,48,0,0,0,0,gRNA_5
Reference,0.0,100.0,541,535,102,0,102,0,8,0,99,3,0,94,0,5,0,0,gRNA_6
HDR,10.14492754,89.85507246,541,535,414,42,372,0,3,42,369,0,0,330,3,0,39,0,gRNA_6
Reference,2.30769231,97.69230769,1580,1580,130,3,127,0,0,3,125,0,2,124,0,0,1,0,gRNA_7
HDR,0.06963788,99.93036212,1580,1580,1436,1,1435,0,0,5,1435,0,0,1430,0,0,5,0,gRNA_7
Reference,8.33333333,91.66666667,35,35,12,1,11,0,0,0,11,0,0,11,0,0,0,0,gRNA_8
HDR,60.86956522,39.13043478,35,35,23,14,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_8
Reference,1.63934426,98.36065574,335,335,61,1,60,0,0,0,60,0,0,60,0,0,0,0,gRNA_9
HDR,0.0,100.0,335,335,245,0,245,0,1,8,241,0,4,236,0,1,4,0,gRNA_9
Reference,14.84375,85.15625,218,218,128,19,109,0,0,0,109,0,0,109,0,0,0,0,gRNA_10
HDR,40.4494382,59.5505618,218,218,89,36,53,0,0,2,52,0,1,51,0,0,1,0,gRNA_10
Reference,20.0,80.0,128,117,5,1,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_11
HDR,19.81981982,80.18018018,128,117,111,22,89,0,0,1,88,0,1,88,0,0,0,0,gRNA_11
Reference,10.82802548,89.17197452,280,280,157,17,140,0,22,0,123,17,0,118,0,5,0,0,gRNA_12
HDR,40.0,60.0,280,280,110,44,66,0,0,0,66,0,0,66,0,0,0,0,gRNA_12
Reference,40.33613445,59.66386555,120,120,119,48,71,0,0,0,71,0,0,71,0,0,0,0,gRNA_13
HDR,,,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13
Reference,39.36781609,60.63218391,348,348,348,137,211,0,0,0,211,0,0,211,0,0,0,0,gRNA_14
HDR,,,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_14
Reference,0.0,100.0,2811,2811,492,0,492,0,0,1,492,0,0,491,0,0,1,0,gRNA_15
HDR,29.72389991,70.27610009,2811,2811,2318,689,1629,0,0,6,1627,0,2,1623,0,0,4,0,gRNA_15
Reference,5.26315789,94.73684211,1895,1879,19,1,18,0,0,8,11,0,7,10,0,0,1,0,gRNA_16
HDR,15.79822616,84.20177384,1895,1879,1804,285,1519,0,0,8,1517,0,2,1511,0,0,6,0,gRNA_16
Reference,0.0,100.0,223,214,100,0,100,0,0,0,100,0,0,100,0,0,0,0,gRNA_17
HDR,9.73451327,90.26548673,223,214,113,11,102,0,0,0,102,0,0,102,0,0,0,0,gRNA_17
Reference,21.42857143,78.57142857,69,60,14,3,11,0,0,0,11,0,0,11,0,0,0,0,gRNA_18
HDR,12.5,87.5,69,60,40,5,35,0,0,0,35,0,0,35,0,0,0,0,gRNA_18
