Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
Reference,64.52380952,35.47619048,538,538,420,271,149,0,0,3,148,0,1,146,0,0,2,0,gRNA_4
HDR,85.47008547,14.52991453,538,538,117,100,17,0,0,0,17,0,0,17,0,0,0,0,gRNA_4
Reference,,,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_5
HDR,69.64285714,30.35714286,56,56,56,39,17,0,0,0,17,0,0,17,0,0,0,0,gRNA_5
Reference,8.44221106,91.55778894,1966,1965,995,84,911,0,0,0,911,0,0,911,0,0,0,0,gRNA_6
HDR,49.53271028,50.46728972,1966,1965,963,477,486,0,0,4,484,0,2,482,0,0,2,0,gRNA_6
Reference,0.0,100.0,1962,1962,268,0,268,0,0,1,268,0,0,267,0,0,1,0,gRNA_7
HDR,0.0,100.0,1962,1962,1694,0,1694,0,0,5,1694,0,0,1689,0,0,5,0,gRNA_7
Reference,0.0,100.0,34,34,34,0,34,0,0,0,34,0,0,34,0,0,0,0,gRNA_8
HDR,,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_8
Reference,,,582,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_9
HDR,0.0,100.0,582,582,582,0,582,0,0,1,582,0,0,581,0,0,1,0,gRNA_9
Reference,4.54545455,95.45454545,394,394,22,1,21,0,0,0,21,0,0,21,0,0,0,0,gRNA_10
HDR,24.7311828,75.2688172,394,394,372,92,280,0,0,2,280,0,0,278,0,0,2,0,gRNA_10
Reference,33.33333333,66.66666667,45,45,12,4,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_11
HDR,,,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_11
Reference,36.95652174,63.04347826,156,156,46,17,29,0,0,0,29,0,0,29,0,0,0,0,gRNA_12
HDR,49.09090909,50.90909091,156,156,110,54,56,0,0,0,56,0,0,56,0,0,0,0,gRNA_12
Reference,54.6875,45.3125,64,64,64,35,29,0,0,0,29,0,0,29,0,0,0,0,gRNA_13
HDR,,,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13
Reference,21.20535714,78.79464286,896,896,896,190,706,0,0,4,704,0,2,702,0,0,2,0,gRNA_14
HDR,,,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_14
Reference,0.96774194,99.03225806,420,420,310,3,307,0,0,2,307,0,0,305,0,0,2,0,gRNA_15
HDR,7.27272727,92.72727273,420,420,110,8,102,0,0,0,102,0,0,102,0,0,0,0,gRNA_15
Reference,0.0,100.0,3422,3422,22,0,22,0,0,0,22,0,0,22,0,0,0,0,gRNA_16
HDR,25.14705882,74.85294118,3422,3422,3400,855,2545,0,0,12,2536,0,9,2533,0,0,3,0,gRNA_16
Reference,0.97087379,99.02912621,392,392,206,2,204,0,0,0,204,0,0,204,0,0,0,0,gRNA_17
HDR,0.53763441,99.46236559,392,392,186,1,185,0,0,0,185,0,0,185,0,0,0,0,gRNA_17
Reference,,,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_18
HDR,0.62893082,99.37106918,159,159,159,1,158,0,0,0,158,0,0,158,0,0,0,0,gRNA_18
