Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
Reference,60.0814664,39.9185336,636,635,491,295,196,0,0,2,195,0,1,194,0,0,1,0,gRNA_4
HDR,79.02097902,20.97902098,636,635,143,113,30,0,0,0,30,0,0,30,0,0,0,0,gRNA_4
Reference,40.98360656,59.01639344,1154,1153,366,150,216,0,0,2,215,0,1,214,0,0,1,0,gRNA_5
HDR,68.74205845,31.25794155,1154,1153,787,541,246,0,0,2,244,0,2,244,0,0,0,0,gRNA_5
Reference,0.29585799,99.70414201,3775,3775,338,1,337,0,130,1,290,47,0,206,0,83,1,0,gRNA_6
HDR,24.48265812,75.51734188,3775,3775,3431,840,2591,0,0,12,2589,0,2,2579,0,0,10,0,gRNA_6
Reference,0.84507042,99.15492958,1470,1470,710,6,704,0,0,0,704,0,0,704,0,0,0,0,gRNA_7
HDR,0.40927694,99.59072306,1470,1470,733,3,730,0,0,2,730,0,0,728,0,0,2,0,gRNA_7
Reference,0.0,100.0,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_8
HDR,0.0,100.0,3,3,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_8
Reference,0.0,100.0,979,979,68,0,68,0,19,0,68,0,0,49,0,19,0,0,gRNA_9
HDR,0.0,100.0,979,979,905,0,905,0,0,2,905,0,0,903,0,0,2,0,gRNA_9
Reference,16.0,84.0,215,201,25,4,21,0,0,0,21,0,0,21,0,0,0,0,gRNA_10
HDR,50.56818182,49.43181818,215,201,176,89,87,0,0,0,87,0,0,87,0,0,0,0,gRNA_10
Reference,12.90322581,87.09677419,932,924,62,8,54,0,0,0,54,0,0,54,0,0,0,0,gRNA_11
HDR,10.84183673,89.15816327,932,924,784,85,699,0,0,1,699,0,0,698,0,0,1,0,gRNA_11
Reference,26.5597148,73.4402852,1290,1289,1122,298,824,0,0,2,823,0,1,822,0,0,1,0,gRNA_12
HDR,46.70658683,53.29341317,1290,1289,167,78,89,0,0,0,89,0,0,89,0,0,0,0,gRNA_12
Reference,41.09589041,58.90410959,585,585,584,240,344,0,0,2,342,0,2,342,0,0,0,0,gRNA_13
HDR,,,585,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13
Reference,23.63636364,76.36363636,55,55,55,13,42,0,0,0,42,0,0,42,0,0,0,0,gRNA_14
HDR,,,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_14
Reference,2.9739777,97.0260223,1524,1524,269,8,261,0,0,0,261,0,0,261,0,0,0,0,gRNA_15
HDR,0.07974482,99.92025518,1524,1524,1254,1,1253,0,0,6,1253,0,0,1247,0,0,6,0,gRNA_15
Reference,0.0,100.0,2221,2215,149,0,149,0,0,140,11,0,138,9,0,0,2,0,gRNA_16
HDR,17.57869249,82.42130751,2221,2215,2065,363,1702,0,2,12,1695,0,5,1690,2,0,5,0,gRNA_16
Reference,0.44576523,99.55423477,1651,1651,673,3,670,0,0,3,670,0,0,667,0,0,3,0,gRNA_17
HDR,26.28336756,73.71663244,1651,1651,974,256,718,0,0,3,718,0,0,715,0,0,3,0,gRNA_17
Reference,,,562,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_18
