sgRNA	Gene	input_rep1	input_rep2	input_rep3	spleen1	spleen2	spleen3	spleen4
gRNA_1	Abl1	35.279944946309314	258.5785862324039	295.91351185214023	99.60234442153968	104.66046769038988	198.79379319458064	246.58105669907627
gRNA_2	Abl1	2.9399954121924425	185.609834501068	41.01771451415805	104.42181270000128	143.61741955292388	340.43437084571934	21.165755939834874
gRNA_3	Abl1	2.9399954121924425	153.02184829095683	106.20658222415925	120.48670696153994	91.86863275045333	103.1242802196887	93.12932613527344
gRNA_67	Ago2	45.56992888898286	139.56159311721527	41.01771451415805	142.97755892769405	52.911680887919324	89.45720693756128	27.515482721785336
gRNA_84	Akt1	389.5493921154986	357.75941382839443	242.4439911461842	380.7379939984662	341.89086112194025	483.3174097043242	410.6156652327966
gRNA_85	Akt1	138.1797843730448	163.64836553338438	50.53968395494474	197.5981994169255	141.87307842475073	70.82028882556935	123.81967224803401
gRNA_95	Akt1	22.049965591443318	94.93022069901951	62.99149014674273	173.50085802461751	94.77586796407527	110.57904746448548	66.67213121047985
gRNA_120	Akt3	366.0294288179591	570.9981931597741	310.5626956071967	567.0907674323146	622.7297827578197	862.2680779814935	920.710383382817
gRNA_121	Akt3	135.23978896085237	292.58344140817206	180.1849601871943	165.4684108938482	130.82558461298734	388.8903579368984	130.16939902998448
gRNA_122	Akt3	99.95984401454305	282.66535864857303	172.8603683096661	154.22298491077112	175.01555986004084	55.9107543359758	161.91803293973678
gRNA_196	Alk	120.53981189989014	425.0606896971023	353.0453284968604	481.94682784615975	1171.6157910896422	413.73958208622093	377.8087435260525
gRNA_197	Alk	235.1996329753954	581.6247104022017	464.3791250352894	427.3261873569283	387.8251774971669	1519.5300567310758	1045.5883434278428
gRNA_198	Alk	105.83983483892793	492.3619655658102	468.0414209740535	954.2547191353963	1162.8940854487764	987.7566599355725	770.4335162099894
gRNA_235	Amer1	782.0387796431897	678.6802345497067	1092.829108127211	435.35863448769766	678.548698859361	704.4755046332951	304.7868855336222
gRNA_283	Ankrd11	1275.95800889152	705.6007448971899	966.8461278337255	449.81703932308244	615.1709712024027	807.5997848529838	626.5063758191122
gRNA_284	Ankrd11	911.3985777796572	512.1981310850083	728.7968918140583	441.7845921923131	231.4159230043065	483.3174097043242	487.87067441319385
gRNA_285	Ankrd11	1048.1083644466057	682.2224069638493	994.6795769683328	395.196398833851	943.688550341682	709.4453494631597	704.8196727965013
gRNA_292	Apc	454.22929118373236	682.2224069638493	761.7575552629353	1034.5791904430896	597.1461128779466	1503.3780610340161	1387.415301856176
gRNA_293	Apc	361.6194356996704	388.9305310728486	531.0329111207963	444.9975710446208	392.476753838962	258.4319311529548	251.872495684035
gRNA_299	Apc	971.6684837296023	855.0804207740041	1148.4960063964254	705.248858081547	1413.4977608629877	962.90743578625	632.8561026010627
gRNA_300	Apc	57.32991053775263	285.49909657988707	258.5580932767463	387.16395170308164	376.77768368540353	628.6853709778612	295.2622953606965
gRNA_497	Araf	88.19986236577327	209.69660691723715	95.95215359561973	149.40351663230953	144.78031363837266	78.27505607036612	176.7340620976212
gRNA_498	Araf	1053.9883552709907	624.8392138547404	544.9496356880999	571.9102357107762	612.2637359887808	408.76973725635645	742.9180334882041
gRNA_528	Arid1a	961.3784997869287	730.3959517961874	595.4893196430446	719.7072629169319	1173.9415792605398	710.6878106706258	941.8761393226519
gRNA_594	Arid1a	352.7994494630931	639.0079035113105	604.2788298960785	380.7379939984662	195.36620635539444	638.6250606375903	329.1275048644323
gRNA_671	Arid1a	458.63928430202105	325.17142761828325	277.6020321583197	33.73627794923118	120.94098488667274	64.6079827882387	16.9326047518679
gRNA_736	Arid1b	182.27971555593143	216.78095174552217	68.11870446101248	110.84777040461674	109.89349107490936	38.51629743145	126.99453563900924
gRNA_740	Arid1b	590.939077850681	345.7160276203099	411.64206351708617	444.9975710446208	258.16248696962833	561.5924657746903	307.96174892459743
gRNA_741	Arid1b	1114.2582612209358	724.0200414507309	1131.6494450781106	783.9668399630865	646.5691115095196	396.34512518169515	868.8542813302216
gRNA_767	Arid1b	827.6087085321726	595.0849655759432	727.3319734385526	1762.3189004907908	480.85670433306905	695.7782761810322	535.4936252778223
gRNA_768	Arid1b	396.89938064597976	386.0967931415346	339.8610631173096	522.1090635000064	275.60589825136	424.9217329534161	578.8834249544838
gRNA_769	Arid1b	1071.6283277441453	602.8777448870568	870.1615150503529	594.4010876769304	739.6006383454218	877.1776124710871	891.0783250670482
gRNA_806	Arid1b	79.37987612919595	26.920510347483145	19.776398069326206	33.73627794923118	2.3257881708975527	31.061530186653226	21.165755939834874
gRNA_807	Arid1b	211.67966967785586	89.26274483639149	145.02691917505882	81.93096073384716	76.75100963961924	42.243681053848384	47.622950864628464
gRNA_828	Arid2	232.25963756320297	429.3112965940733	543.4847173125942	628.1373656261616	342.47230816466464	137.91319402874032	271.97996382687813
gRNA_829	Arid2	179.339720143739	410.18356555770373	654.0860546632704	335.75629006615793	641.9175351677245	513.1364786835113	915.4189443978582
gRNA_830	Arid2	351.3294517569969	553.99576557189	859.9070864218135	710.0683263600087	559.9335021435858	583.9567675090806	496.3369767891278
gRNA_831	Arid2	89.6698600718695	387.51366210719164	520.0460233045039	274.70969187231105	310.4927208148233	401.31497001155964	521.7358839169297
gRNA_871	Arid2	523.3191833702548	512.9065655678368	386.0059919457374	1333.3862237077087	936.129738786265	1292.1596557647742	1097.4444454804382
gRNA_895	Arid5b	19.109970179250876	57.38319310910881	47.609847203933455	263.464265889234	150.59478406561655	246.00731907829353	107.94535529315786
gRNA_896	Arid5b	149.93976602181456	238.0339862303773	112.06625572618182	501.22470096000615	384.33649524082057	539.2281640402999	1512.2932619012017
gRNA_901	Arid5b	73.49988530481106	154.43871725661384	131.84265379550803	571.9102357107762	152.9205722365141	100.63935780475644	222.24043736826619
gRNA_974	Asxl2	732.0588576359182	541.9523793638054	565.4584929451788	440.1781027661592	562.8407373572078	607.563530450937	336.5355194433745
gRNA_978	Asxl2	1375.9178529060632	617.0464345436269	904.5870968747356	1238.6033475646304	922.756456803604	898.2994529980112	1035.0054654579253
gRNA_979	Asxl2	571.82910767143	367.6774965879935	384.54107357023173	287.56160728154197	316.88863828479157	289.4934613396081	303.72859773663043
gRNA_992	Atm	273.4195733338972	449.85589659609997	702.4283610549567	285.9551178553881	364.5672957881914	485.80233211925645	328.06921706744055
gRNA_993	Atm	302.81952745582157	323.04612416979774	488.5502782311325	443.39108161846696	413.40884737704	1266.0679704079855	1128.1347915931988
gRNA_999	Atm	1239.2080662391145	913.8804828487699	1015.9208934131647	2308.525305383105	1952.4991694684954	2704.8380486537626	1503.8269595252677
gRNA_1000	Atm	295.4695389253405	342.88228968899585	317.1548282969721	1307.6823928892468	2882.232990784792	929.3609831846645	2691.225867750004
gRNA_1008	Atm	1101.0282818660696	910.3383104346275	1048.8815568620416	2544.6792510277232	1202.4324843540348	1553.0765093326613	1230.7887079013979
gRNA_1009	Atm	1030.4683919734512	599.3355724729142	826.2139637851836	374.3120362938507	241.88196977334547	405.04235363395804	403.20765065385433
gRNA_1010	Atm	94.07985319015816	337.9232483091963	195.56660313000359	332.54331121385025	225.60145257706262	303.16053462173545	341.8269584283332
gRNA_1011	Atm	113.18982336940904	520.6993448789503	654.0860546632704	457.84948645385174	407.01292990707174	341.6768320531855	411.6739530297883
gRNA_1014	Atm	1337.6979125475614	871.3744138790597	1211.4874965431682	941.4028037261654	821.5846713695605	551.6527761149613	485.75409881921036
gRNA_1017	Atm	623.2790273847978	471.81736556378354	571.3181664472014	285.9551178553881	130.24413757026295	539.2281640402999	265.63023704492764
gRNA_1018	Atm	77.90987842309973	371.92810348496454	241.71153195843138	281.13564957692654	206.4137001671578	275.82638805748064	239.17304212013408
gRNA_1035	Atm	186.6897086742201	526.3668207415784	254.89579733798217	1137.394513716937	744.2522146872169	1162.9436901882966	592.6411663153765
gRNA_1036	Atm	41.1599357706942	110.5157793212466	57.131816644720146	114.06074925692447	48.26010454612422	59.63813795837419	235.99817872915884
gRNA_1045	Atm	745.2888369907841	472.52580004661206	514.9188089902341	316.4784169523116	318.63297941296474	139.15565523620646	315.3697635035396
gRNA_1046	Atm	846.7186787114234	568.8728897112886	418.9666553946144	581.5491722676994	1201.269590268586	791.4477891559242	828.6393450445353
gRNA_1047	Atm	97.0198486023506	228.82433795360674	217.54037876258823	281.13564957692654	125.01111418574347	157.79257334819837	431.78142117263144
gRNA_1048	Atm	194.0396972047012	483.86075177186814	361.10237956214144	453.0300181753902	891.3583164964871	705.7179658407613	340.7686706313415
gRNA_1049	Atm	643.8589952701449	680.0971035153636	780.0690349567558	1301.2564351846313	1069.8625586128742	1364.2224057978096	1038.1803288489007
gRNA_1056	Atm	364.55943111186286	259.99545519806094	304.7030221051741	322.904374656927	375.61478959995475	303.16053462173545	346.06010961630017
gRNA_1065	Atm	483.6292453056568	508.65595867086574	516.3837273657398	387.16395170308164	295.3750977039892	451.0134183102048	309.0200367215892
gRNA_1066	Atm	1684.6173711862696	770.7767173174122	1473.7078857586787	661.8736435753927	918.104880461809	1509.5903670713467	491.04553780416904
gRNA_1069	Atp6v1b2	366.0294288179591	396.72331038396214	271.7423586562971	436.96512391385147	573.3067841262467	514.3789398909774	471.9963574583177
gRNA_1082	Atr	970.198486023506	630.5066897173684	936.082841948107	562.2712991538531	687.2704045002268	509.4090950611129	652.9635707439058
gRNA_1083	Atr	1618.4674744119395	689.3067517921343	1167.5399452779989	777.540882258471	848.3312353348823	713.172733085558	716.4608385634104
gRNA_1095	Atr	358.679440287478	424.3522552142738	546.4145540636055	391.98341998154325	372.12610734360845	569.0472330194871	489.98725000717735
gRNA_1109	Atr	66.14989677432996	325.17142761828325	396.9928797620297	340.57575834461954	342.47230816466464	782.7505607036612	436.0145723605984
gRNA_1121	Atrx	624.7490250908941	636.882600062825	641.6342484714723	390.3769305553894	510.5105035120128	408.76973725635645	448.7140259244993
gRNA_1122	Atrx	357.2094425813818	641.133206959796	553.0066867533809	555.8453414492376	511.0919505547372	705.7179658407613	323.83606587947355
gRNA_1127	Atrx	368.96942423015156	428.6028621112448	813.7621575933856	338.9692689184657	188.97028888542616	137.91319402874032	456.12204050344155
gRNA_1145	Atrx	596.8190686750659	575.9572345395736	612.3358809613595	689.1839638200084	293.630756575816	529.288474380571	298.43715875167175
gRNA_1146	Atrx	817.318724589499	606.4199173011993	756.6303409486655	555.8453414492376	409.3387180779693	1000.1812720102338	949.2841539015941
gRNA_1148	Atrx	288.11955039485935	223.1568620909787	123.78560273022698	305.2329909692345	104.66046769038988	160.27749576313064	167.2094719246955
gRNA_1149	Atrx	58.79990824384885	165.7736689818699	102.54428628539513	374.3120362938507	203.50646495353587	314.3426854889306	571.4754103755416
gRNA_1150	Atrx	324.8694930472649	682.2224069638493	993.9471177805799	473.9143807153904	498.3001156148007	341.6768320531855	464.5883428793755
gRNA_1151	Atrx	358.679440287478	405.9329586607327	449.72994128023294	252.21883990615694	215.13540580802362	265.8866983977516	331.2440804584158
gRNA_1281	B2m	264.59958709731984	343.5907241718244	368.42697143966967	517.2895952215448	391.89530679623766	321.7974527337274	400.03278726287914
gRNA_1282	B2m	1680.207378067981	728.9790828305305	1141.90387370665	917.3054623338573	499.4630097002495	646.0798278823871	993.7322413752473
gRNA_1283	B2m	983.428465378372	387.51366210719164	583.0375134512466	265.0707553153879	250.6036754142113	89.45720693756128	250.81420788704327
gRNA_1284	B2m	432.17932559228905	653.885027650709	403.58501245180514	390.3769305553894	275.60589825136	203.76363802444516	193.6666668494891
gRNA_1285	B2m	99.95984401454305	235.20024829906328	187.50955206472253	212.05660425231028	423.874894146079	232.34024579616613	47.622950864628464
gRNA_1313	Bap1	1531.7376097522626	556.829503503204	711.2178713079905	493.1922538292368	771.5802256952632	801.3874788156531	410.6156652327966
gRNA_1314	Bap1	492.44923154223414	413.01730348901776	387.470910321243	223.30203023538735	216.8797469361968	331.73714239345645	229.64845194720837
gRNA_1317	Bap1	221.9696536205294	307.4605655475707	295.91351185214023	123.69968581384767	213.97251172257486	248.4922414932258	134.40255021795144
gRNA_1318	Bap1	451.2892957715399	278.414751751602	261.4879300277576	162.25543204154044	422.7120000606302	140.39811644367256	143.92714039087713
gRNA_1321	Bap1	642.3889975640487	519.9909103961219	482.69060472910996	676.3320484107775	518.0693150674299	883.3899185084177	464.5883428793755
gRNA_1322	Bap1	260.18959397903114	346.4244621031384	192.6367663789923	330.9368217876964	280.8389216358795	226.12793975883548	411.6739530297883
gRNA_1337	Bap1	383.66940129111373	346.4244621031384	454.8571555945027	2046.667528920025	1229.760495362081	2279.916315700347	1388.4735896531677
gRNA_1338	Bap1	382.19940358501754	480.31857935772564	564.7260337574261	363.0666103107737	386.08083636899374	457.22572434753545	710.1111117814601
gRNA_1339	Bap1	599.7590640872583	493.0704000486387	405.0499308273108	457.84948645385174	347.7053315491841	254.70454753055645	1495.3606571493337
gRNA_1340	Bap1	1112.7882635148394	659.5525035133371	799.845433026082	912.4859940553957	784.953507677924	887.1173021308161	735.5100189092618
gRNA_1341	Bap1	291.0595458070518	496.6125724627812	286.39154241135356	409.6548036692358	190.13318297087494	451.0134183102048	624.3898002251287
gRNA_1342	Bap1	801.1487498224405	355.6341103799089	479.0283087903458	134.94511179692472	216.2982998934724	356.586366542779	132.28597462396797
gRNA_1343	Bap1	123.47980731208258	306.04369658191365	101.07936790988948	183.1397945815407	236.0674993461016	162.7624181780629	174.6174865036377
gRNA_1361	Bap1	1333.2879194292727	716.9356966224459	606.4762074593369	2311.7382842354127	1286.1608585063466	1138.0944660389741	1596.9562856605412
gRNA_1362	Bap1	830.548703944365	600.0440069557428	781.5339533322615	428.9326767830822	401.7799065225522	564.0773881896225	436.0145723605984
gRNA_1373	Bcl2	1522.9176235156851	806.9068759416659	1025.4428628539513	758.2630091446247	509.3476094265641	997.6963495953016	1435.0382527208044
gRNA_1374	Bcl2	538.019160431217	347.1328965859669	490.01519660663814	141.3710695015402	274.44300416591125	226.12793975883548	337.59380724036623
gRNA_1375	Bcl2	830.548703944365	725.436910416388	871.6264334258586	1285.1915409230926	805.885601216002	615.0182976957338	756.6757748490967
gRNA_1376	Bcl2	91.13985777796572	173.56644829298344	114.26363328944029	570.3037462846223	512.8362916829104	1510.832828278813	298.43715875167175
gRNA_1377	Bcl2	283.7095572765707	364.13532417385096	214.61054201157697	260.25128703692627	290.1420743194697	241.03747424842902	560.8925324056241
gRNA_1378	Bcl2	64.67989906823374	198.36165519198107	125.25052110573263	187.9592628600023	198.27344156901637	200.03625440204678	62.43898002251288
gRNA_1379	Bcl2	123.47980731208258	168.60740691318392	93.02231684460844	138.15809064923246	76.75100963961924	191.33902594978386	141.81056479689366
gRNA_1380	Bcl2	73.49988530481106	171.44114484449793	76.17575552629353	114.06074925692447	137.80294912568	171.4596466303258	96.30418952624868
gRNA_1381	Bcl2	126.41980272427503	236.6171172647203	101.81182709764231	465.8819335846211	315.7257441993428	227.37040096630162	161.91803293973678
gRNA_1382	Bcl2	113.18982336940904	232.36651036774927	128.1803578567439	130.12564351846314	195.36620635539444	129.2159655764774	237.0564665261506
gRNA_1383	Bcl2	177.86972243764276	97.76395863033353	91.5573984691028	183.1397945815407	126.75545531391663	139.15565523620646	193.6666668494891
gRNA_1384	Bcl2	177.86972243764276	438.5209448708439	132.57511298326085	268.28373416769557	233.74171117520405	154.0651897258	148.16029157884412
gRNA_1385	Bcl2	341.03946781432336	394.59800693547663	268.080062717533	353.42767375385046	506.4403742129421	436.10388382061126	590.524590721393
gRNA_1406	Bcl2	142.58977749133345	110.5157793212466	114.26363328944029	43.37521450615438	70.93653921237537	27.334146564254837	71.96357019543856
gRNA_1407	Bcl2	113.18982336940904	340.75698624051034	164.0708580566322	224.90851966154122	880.8922697274481	290.73592254707415	49.739526458611955
gRNA_1459	Bcor	2340.2363481051843	713.3935242083033	1093.561567314964	1363.9095228046322	991.9486548878062	705.7179658407613	1002.1985437511813
gRNA_1460	Bcor	2546.0360269586554	1066.9023311397268	1260.5622621226073	1224.1449427292457	1034.975736049411	903.2692978278758	1239.2550102773318
gRNA_1461	Bcor	646.7989906823374	490.9450966001532	293.7161342888818	366.2795891630814	552.9561376308932	636.140138222658	1168.349727878885
gRNA_1463	Bcor	1200.9881258806129	618.4633035092838	869.4290558626002	610.465981938469	1148.939356423391	580.2293838866823	981.0327878113465
gRNA_1491	Bcor	1053.9883552709907	603.5861793698853	986.6225259030517	878.7497161061646	596.5646658352223	554.1376985298936	259.2805102629772
gRNA_1492	Bcor	1355.337885020716	588.0006207476582	826.2139637851836	573.5167251369301	682.6188281584317	1099.578168607524	468.8214940673424
gRNA_1545	Braf	195.50969491079744	598.6271379900858	452.65977803124423	379.13150457231234	567.4923136990029	433.618961405679	385.2167581049947
gRNA_1548	Braf	233.7296352692992	509.36439315369427	744.9109939446204	282.7421390030804	553.5375846736175	504.43925023124837	644.4972683679719
gRNA_1549	Braf	167.57973849496923	413.01730348901776	643.8316260347309	443.39108161846696	333.7506025237988	852.3283883217645	1078.395265134587
gRNA_1550	Braf	241.07962379978028	572.4150621254311	352.31286930910755	176.71383687692523	295.3750977039892	264.6442371902855	238.11475432314234
gRNA_1551	Braf	855.5386649480008	613.5042621294843	750.770667446643	3897.3433478492784	2576.9732933544883	2339.554453658721	1643.520948728178
gRNA_1552	Braf	288.11955039485935	801.9478345618663	1025.4428628539513	417.68725080000513	789.6050840197191	227.37040096630162	418.02367981173876
gRNA_1558	Braf	1168.6481763464958	590.1259241961437	941.2100562623767	597.6140665292381	711.1097332519267	523.0761683432403	586.291439533426
gRNA_1559	Braf	896.6986007186949	585.8753172991727	783.7313308955199	1312.5018611677083	576.7954663825931	870.9653064337564	637.0892537890297
gRNA_1569	Braf	708.5388943383787	634.048862131511	951.4644848909163	727.7397100477012	826.81769475408	1033.7277246118192	1351.4335167584568
gRNA_1570	Braf	473.3392613629832	719.7694345537599	854.0474129197909	934.9768460215499	505.8589271702177	751.6890305170081	777.8415307889317
gRNA_1573	Braf	133.76979125475614	143.8122000141863	65.18886771000119	189.56575228615617	36.04971664891207	21.121840526924192	193.6666668494891
gRNA_1583	Brca1	705.5988989261862	697.0995311032478	616.7306360878764	465.8819335846211	964.0391968370357	710.6878106706258	630.7395270070792
gRNA_1588	Brca2	266.06958480341603	617.7548690264554	692.9063916141699	1302.862924610785	1143.1248859961472	1288.4322721423757	1635.054646352244
gRNA_1590	Brca2	1586.1275248778227	809.0321793901514	1232.728812988	607.2530030861612	662.2681816630782	833.6914702097725	912.2440810068831
gRNA_1591	Brca2	1127.4882405758017	600.0440069557428	559.5988194431563	528.5350212046219	425.03778823152777	829.9640865873741	739.7431700972288
gRNA_1592	Brca2	264.59958709731984	413.72573797184623	377.94894088045635	260.25128703692627	977.993925862421	516.8638623059096	495.27868899213604
gRNA_1696	Btk	1409.7278001462762	634.048862131511	885.5431579931623	1323.7472871507855	1186.1519671577519	1201.4599876197467	1475.2531890064906
gRNA_1725	Card11	182.27971555593143	399.5570483152762	228.52726657888059	406.44182481692803	285.4904979776746	260.9168535678871	522.7941717139214
gRNA_1726	Card11	23.51996329753954	223.1568620909787	110.60133735067618	1767.1383687692523	557.0262669299639	580.2293838866823	260.33879805996895
gRNA_1733	Card11	608.5790503238356	564.6222828143176	520.7784824922567	202.41766769538708	234.90460526065283	539.2281640402999	419.0819676087305
gRNA_1738	Card11	313.10951139849516	410.18356555770373	362.5672979376471	266.6772447415417	355.8455901473256	356.586366542779	288.912568578746
gRNA_1817	Card11	1399.4378162036026	522.1162138446074	730.9942693773168	489.97927497692905	789.6050840197191	708.2028882556936	1023.3642996910162
gRNA_1848	Carm1	130.8297958425637	106.26517242427558	172.12790912191326	128.51915409230926	72.68088034054853	38.51629743145	136.51912581193494
gRNA_1855	Casp8	435.1193210044815	518.5740414304648	708.2880345569793	350.21469490154277	713.4355214228243	418.7094269160855	291.0291441727295
gRNA_1857	Casp8	610.0490480299318	456.2318069415565	753.7005041976543	274.70969187231105	721.5757800209658	319.31253031879515	437.0728601575901
gRNA_1858	Casp8	327.8094884594573	394.59800693547663	432.1509207741652	308.44596982154223	419.2233178042839	537.9857028328338	702.7030972025178
gRNA_1871	Cbfb	1575.8375409351493	793.4466207679243	1215.882251669685	453.0300181753902	1047.1861239466232	320.5549915262613	674.1293266837407
gRNA_1875	Cbfb	727.6488645176295	500.8631793597522	802.0428105893405	472.3078912892365	614.0080771169539	480.8324872893919	356.6429875862176
gRNA_1876	Cbfb	249.89961003635761	359.1762827940515	428.4886248354011	184.74628400769456	101.17178543404354	259.67439236042094	171.4426231126625
gRNA_1882	Cbl	452.75929347763616	455.523372458728	515.6512681779869	313.26543810000385	225.02000553433822	407.5272760488903	230.70673974420012
gRNA_1898	Cbl	787.9187704675746	544.7861172951194	634.3096565939442	645.808749313854	513.9991857683592	946.7554400891903	1283.703097750985
gRNA_1901	Cbl	867.2986465967706	687.1814483436488	953.6618624541748	562.2712991538531	969.2722202215551	388.8903579368984	389.4499092929617
gRNA_1904	Cbl	195.50969491079744	291.8750069253436	69.58362283651813	194.38522056461775	164.54951309100187	63.36552158077258	81.48816036836426
gRNA_1905	Cbl	435.1193210044815	169.31584139601242	148.68921511382294	253.8253293323108	130.24413757026295	94.42705176742581	202.13296922542304
gRNA_1906	Cbl	423.3593393557117	465.441455218327	684.8493405488889	1135.7880242907831	795.419554446963	483.3174097043242	588.4080151274095
gRNA_1925	Ccnd1	2638.6458824427173	976.9311518205068	1506.6685492075555	1264.3071783830924	1817.022008513713	925.6335995622661	1122.8433526082401
gRNA_1928	Ccnd1	58.79990824384885	163.64836553338438	65.92132689775401	107.63479155230901	91.86863275045333	129.2159655764774	58.205828834545905
gRNA_1929	Ccnd1	69.0898921865224	46.04824138385275	112.06625572618182	12.851915409230926	40.11984594798278	50.94090950611129	19.049180345851386
gRNA_1930	Ccnd1	123.47980731208258	211.82191036572266	95.21969440786691	101.20883384769354	37.212610734360844	57.15321554344193	65.61384341348811
gRNA_1953	Ccnd3	493.91922924833034	449.14746211327144	395.52796138652405	599.220555955392	533.186938178264	509.4090950611129	936.5847003376932
gRNA_1961	Ccnd3	714.4188851627636	507.23908970520876	440.20797183944626	314.8719275261577	715.7613095937219	1073.4864832507355	675.1876144807325
gRNA_1962	Ccnd3	576.2391007897187	536.2849035011774	386.73845113349023	1637.0127252507893	707.039603952856	847.3585434918999	592.6411663153765
gRNA_1963	Ccnd3	993.7184493210456	739.605600072958	614.533258524618	1032.9727010169356	1222.201683806664	670.9290520317096	1717.6010945176
gRNA_1972	Cd79a	1121.608249751417	561.7885448830035	569.8532480716958	562.2712991538531	573.8882311689712	455.9832631400693	912.2440810068831
gRNA_1973	Cd79a	658.5589723311072	566.7475862628031	539.0899621860773	939.7963143000115	489.57840997393487	566.5623106045548	360.8761387741846
gRNA_1977	Cd79a	171.9897316132579	399.5570483152762	173.5928274974189	507.6506586646216	548.304561289098	362.79867258010967	497.39526458611954
gRNA_1978	Cd79a	230.78963985710675	281.24848968291604	380.87877763146764	719.7072629169319	263.97695739687225	1151.7615393211015	761.9672138340554
gRNA_1980	Cd79b	386.6093967033062	306.7521310647422	241.71153195843138	229.7279879400028	427.94502344514973	113.06396987941774	287.85428078175426
gRNA_1981	Cd79b	1715.4873230142903	1128.5361311458066	1219.5445476084492	747.0175831615476	1133.2402862698325	959.1800521638515	1277.3533709690346
gRNA_1983	Cd79b	1183.348153407458	510.78126211935125	695.1037691774284	374.3120362938507	441.3183054278106	104.36674142715484	221.18214957127444
