id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Ctnnb1	9	1.1209e-05	5.4846e-05	0.012615	1	5	-0.73135	0.81104	0.81006	0.997841	177	0	-0.73135
Vhl	13	0.00090253	0.0041833	0.373997	2	5	-0.56167	0.934	0.93198	0.997841	212	0	-0.56167
Smc1a	2	0.0027005	0.0055195	0.373997	3	2	-0.90054	0.9973	0.99735	0.997841	229	0	-0.90054
Ctcf	8	0.0031094	0.0099571	0.373997	4	2	-0.17396	0.71602	0.71485	0.997841	145	0	-0.17396
non_target	10	0.0036966	0.013009	0.373997	5	3	-0.39422	0.99253	0.99295	0.997841	227	0	-0.39422
Smarca4	7	0.0036993	0.010416	0.373997	6	2	-0.29748	0.91925	0.91911	0.997841	202	0	-0.29748
Ezh2	4	0.0050165	0.011423	0.373997	7	2	-0.29588	0.52743	0.52649	0.997841	109	0	-0.29588
Bcor	6	0.0093957	0.025115	0.64182	8	3	-0.49942	0.98915	0.98921	0.997841	225	0	-0.49942
Sh2b3	1	0.01264	0.01247	0.373997	9	1	-1.1071	0.98736	0.98747	0.997841	223	0	-1.1071
Arid1b	8	0.018574	0.045298	0.744184	10	2	-0.21448	0.8953	0.89475	0.997841	194	0	-0.21448
Ccnd1	4	0.020765	0.038048	0.692749	11	2	-0.61235	0.99768	0.99784	0.997841	230	0	-0.61235
Pik3r3	3	0.02092	0.036244	0.692749	12	1	0.65447	0.051071	0.087789	0.832156	23	1	0.65447
Tet2	4	0.021376	0.039155	0.692749	13	2	-0.56396	0.85193	0.85231	0.997841	186	0	-0.56396
Socs1	2	0.023271	0.028216	0.648968	14	1	-0.33379	0.37178	0.3704	0.997841	88	0	-0.33379
Mtor	11	0.032963	0.077837	0.811179	15	3	-0.065832	0.369	0.50434	0.997841	87	2	-0.065832
Max	1	0.052903	0.053007	0.811179	16	1	-0.74948	0.9471	0.94731	0.997841	217	0	-0.74948
Inha	3	0.053781	0.064624	0.811179	17	1	1.3092	0.0036121	0.0084513	0.304554	6	2	1.3092
Gnas	4	0.056801	0.081118	0.811179	18	1	0.068153	0.77385	0.77432	0.997841	164	0	0.068153
Foxa1	13	0.064276	0.14224	0.999556	19	2	-0.25992	0.2418	0.41827	0.997841	64	1	-0.25992
Arid1a	3	0.064569	0.074297	0.811179	20	1	-0.5061	0.93631	0.93567	0.997841	213	0	-0.5061
Flt1	3	0.067254	0.07666	0.811179	21	1	0.22276	0.45851	0.45766	0.997841	102	0	0.22276
Nkx3-1	1	0.067884	0.068194	0.811179	22	1	-0.69358	0.93212	0.93246	0.997841	210	0	-0.69358
Dnmt1	1	0.06882	0.069201	0.811179	23	1	-0.6943	0.93118	0.93156	0.997841	209	0	-0.6943
Rad21	2	0.072602	0.074975	0.811179	24	1	-0.59056	0.94142	0.94056	0.997841	215	0	-0.59056
Map3k1	4	0.081644	0.10134	0.932339	25	1	-0.28105	0.93958	0.93867	0.997841	214	0	-0.28105
Kmt2b	3	0.088542	0.096395	0.923786	26	1	-0.35572	0.62157	0.6216	0.997841	126	0	-0.35572
Cic	3	0.11469	0.12046	0.999556	27	1	-0.32239	0.77921	0.78025	0.997841	165	0	-0.32239
Rhoa	8	0.12381	0.19893	0.999556	28	1	-0.024436	0.51555	0.54601	0.997841	106	1	-0.024436
Dnmt3a	27	0.12776	0.28882	0.999556	29	3	-0.23029	0.016637	0.074885	0.782892	17	4	-0.23029
Dicer1	1	0.13436	0.13484	0.999556	30	0	-0.50905	0.86564	0.86666	0.997841	188	0	-0.50905
Pik3cb	5	0.13486	0.15848	0.999556	31	1	0.027738	0.9254	0.92575	0.997841	204	0	0.027738
Ercc2	18	0.14989	0.28737	0.999556	32	3	-0.010873	0.30292	0.50883	0.997841	76	3	-0.010873
Traf7	2	0.15025	0.15072	0.999556	33	1	0.032011	0.23274	0.23294	0.908082	63	1	0.032011
Cd79a	4	0.15983	0.16786	0.999556	34	1	-0.1607	0.18581	0.2203	0.904796	53	1	-0.1607
Nf2	1	0.16245	0.16206	0.999556	35	0	-0.44304	0.83755	0.83855	0.997841	185	0	-0.44304
Suz12	1	0.17182	0.17164	0.999556	36	0	-0.42454	0.82818	0.82905	0.997841	183	0	-0.42454
Setd6	1	0.1765	0.17633	0.999556	37	0	-0.41933	0.8235	0.82448	0.997841	181	0	-0.41933
Med12	1	0.18493	0.18415	0.999556	38	0	-0.40588	0.81507	0.81625	0.997841	178	0	-0.40588
Ikzf1	1	0.19522	0.19468	0.999556	39	0	-0.39259	0.80478	0.80675	0.997841	172	0	-0.39259
Pik3cd	2	0.20125	0.20152	0.999556	40	0	-0.50062	0.97511	0.97427	0.997841	220	0	-0.50062
Notch2	1	0.20646	0.20606	0.999556	41	0	-0.38118	0.79354	0.7952	0.997841	170	0	-0.38118
Ankrd11	3	0.2071	0.20665	0.999556	42	1	-0.37565	0.97272	0.97255	0.997841	218	0	-0.37565
Jak2	5	0.2151	0.22601	0.999556	43	1	-0.28108	0.71737	0.71769	0.997841	148	0	-0.28108
Atr	4	0.21745	0.21964	0.999556	44	1	-0.27664	0.74693	0.74652	0.997841	154	0	-0.27664
Trp53bp1	4	0.22056	0.22252	0.999556	45	1	-0.29535	0.89182	0.89154	0.997841	193	0	-0.29535
Smc3	1	0.22706	0.22679	0.999556	46	0	-0.35346	0.77294	0.77476	0.997841	163	0	-0.35346
Araf	2	0.23438	0.23437	0.999556	47	0	-0.29973	0.80757	0.80493	0.997841	175	0	-0.29973
Foxo1	4	0.23598	0.23679	0.999556	48	1	-0.044679	0.14992	0.193	0.844837	45	1	-0.044679
Pms2	1	0.23642	0.23629	0.999556	49	0	-0.34093	0.76358	0.76523	0.997841	161	0	-0.34093
Map2k1	10	0.23699	0.32411	0.999556	50	1	0.16485	0.037778	0.10398	0.843349	22	3	0.16485
Prdm1	1	0.24017	0.23999	0.999556	51	0	-0.33733	0.75983	0.76159	0.997841	159	0	-0.33733
Kras	2	0.24092	0.24094	0.999556	52	0	0.31111	0.10123	0.10884	0.843349	37	1	0.31111
Fas	2	0.25876	0.25867	0.999556	53	0	-0.28544	0.78907	0.78611	0.997841	169	0	-0.28544
Kmt2c	2	0.26359	0.26363	0.999556	54	0	-0.34385	0.8892	0.88804	0.997841	192	0	-0.34385
Gna13	1	0.27107	0.27169	0.999556	55	0	-0.28714	0.72893	0.73054	0.997841	149	0	-0.28714
Pik3r1	6	0.28255	0.29124	0.999556	56	1	0.061856	0.58739	0.58765	0.997841	120	0	0.061856
Tnfrsf10b	1	0.28324	0.28337	0.999556	57	0	-0.27397	0.71676	0.71802	0.997841	147	0	-0.27397
U2af1	4	0.28378	0.28236	0.999556	58	1	-0.090178	0.46006	0.45812	0.997841	103	0	-0.090178
Inppl1	2	0.28433	0.2843	0.999556	59	0	0.29719	0.12241	0.12731	0.843349	40	1	0.29719
Tbx3	3	0.29062	0.28917	0.999556	60	0	-0.11553	0.90194	0.90171	0.997841	196	0	-0.11553
Keap1	6	0.29524	0.30228	0.999556	61	1	0.69127	0.00093009	0.0036049	0.304554	2	3	0.69127
Amer1	1	0.3029	0.30336	0.999556	62	0	-0.24645	0.6971	0.698	0.997841	139	0	-0.24645
Kdm5c	5	0.3034	0.30687	0.999556	63	1	-0.001072	0.73073	0.73092	0.997841	150	0	-0.001072
Asxl2	3	0.30394	0.30272	0.999556	64	0	-0.15265	0.9322	0.93151	0.997841	211	0	-0.15265
Bap1	15	0.30406	0.42943	0.999556	65	1	0.060386	0.17371	0.34482	0.997841	49	2	0.060386
Chek2	3	0.30834	0.30705	0.999556	66	0	-0.1743	0.48422	0.48279	0.997841	104	0	-0.1743
Ccnd3	4	0.30967	0.30823	0.999556	67	0	-0.40809	0.90005	0.89915	0.997841	195	0	-0.40809
Rad51c	2	0.31566	0.31431	0.999556	68	0	-0.11993	0.58802	0.58606	0.997841	121	0	-0.11993
Drosha	3	0.31927	0.31763	0.999556	69	0	-0.23544	0.92594	0.92556	0.997841	205	0	-0.23544
Trp53	64	0.31943	0.6232	0.999556	70	6	-0.011169	0.1765	0.49615	0.997841	52	11	-0.011169
Braf	11	0.32509	0.39252	0.999556	71	1	0.095447	0.58701	0.64897	0.997841	119	1	0.095447
Tbl1xr1	1	0.33474	0.33493	0.999556	72	0	-0.19164	0.66526	0.6676	0.997841	135	0	-0.19164
Tshr	1	0.33848	0.33888	0.999556	73	0	-0.18712	0.66152	0.66405	0.997841	134	0	-0.18712
