sgRNA	Gene	input_rep1	input_rep2	input_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_1	Abl1	43.3838227839243	320.23858928772	354.36598058369685	420.6646633730621	279.9503982734673	135.6682323320507
gRNA_2	Abl1	3.6153185653270254	229.86989148871956	49.120036912591644	145.33520039760305	25.450036206678845	13.719259449308499
gRNA_3	Abl1	3.6153185653270254	189.51105557848638	127.18580986296051	254.33660069580532	219.09161604010484	74.69374589067961
gRNA_67	Ago2	56.03743776256889	172.84110161556396	49.120036912591644	25.02995117958719	45.36745584668837	51.828313475165444
gRNA_84	Akt1	479.0297099058309	443.06982901451676	290.33450389406846	475.5690724121566	506.7876775069092	670.7193508550822
gRNA_85	Akt1	169.9199725703702	202.67154554921458	60.522902624443276	139.68327593769624	84.09577181337357	131.09514584894788
gRNA_95	Akt1	27.114889239952692	117.56704373850543	75.43434240148002	181.6690004970038	121.71756446672491	123.47333504377649
gRNA_120	Akt3	450.10716138321465	707.1569944271297	371.90885090962246	676.6160996288407	574.2855996202748	623.4641238630196
gRNA_121	Akt3	166.30465400504318	362.35215719405033	215.77730500888472	199.43219165671084	379.5374964735149	409.29124023770356
gRNA_122	Akt3	122.92083122111886	350.06903322137066	207.00586984592195	233.34373841615152	223.51770929344028	167.67983771377055
gRNA_196	Alk	148.22806117840804	526.4195988291287	422.78317485480665	347.9970631742606	380.6440197868488	442.8272077804577
gRNA_197	Alk	289.22548522616205	720.3174843978579	556.1089893318411	494.947099131837	676.0857444469901	437.4919402168377
gRNA_198	Alk	130.1514683517729	609.7693686437408	560.4947069133225	1045.6060250827552	864.1947077137469	586.1172509176798
gRNA_235	Amer1	961.6747383769888	840.5166261305089	1308.698126314049	750.091117607629	890.7512672337596	712.6393102835248
gRNA_283	Ankrd11	1569.0482573519291	873.8565340563538	1157.8294415110888	700.0312152484546	775.6728426470378	933.6718236334951
gRNA_284	Ankrd11	1120.7487552513778	634.3356165891001	872.757798714798	823.5661355864172	959.3557126604591	713.4014913640419
gRNA_285	Ankrd11	1288.8610685390845	844.9034561207517	1191.1608951303474	654.8158195692004	787.8445990937103	1020.5604668124489
gRNA_292	Apc	558.5667183430254	844.9034561207517	912.2292569481306	528.051228111291	506.7876775069092	647.0917373590509
gRNA_293	Apc	444.6841835352241	481.67393292865285	635.9290493148026	747.6688642676689	422.6919056935356	541.1485671671686
gRNA_299	Apc	1194.8627858405819	1058.9807596445974	1375.3610335525661	1086.784331862076	1178.447328700564	1045.7124424695146
gRNA_300	Apc	70.49871202387699	353.57849721356484	309.63166125258664	282.59622299533925	258.92645532012386	164.631113391702
gRNA_497	Araf	108.45955695981077	259.7003354223702	114.9058006348126	106.57914695824222	86.30881844004129	99.84572154774519
gRNA_498	Araf	1296.0917056697385	773.8368102788194	652.5947761244319	532.0883170112245	814.401158613723	668.4328076135307
gRNA_528	Arid1a	1182.2091708619373	904.564343988053	713.1176787488752	735.5575975678687	877.4729874737532	893.2762263660867
gRNA_594	Arid1a	433.8382278392431	791.3841302397902	723.6434009444305	605.5633349900127	585.3508327536134	466.454821276489
gRNA_671	Arid1a	563.9896961910159	402.71099310428355	332.4373926762899	283.4036407753259	210.23942953343393	222.55687551100453
gRNA_736	Arid1b	224.14975105027557	268.4739954028557	81.57434701555398	185.70608939693722	263.35254857345933	229.4165052356588
gRNA_740	Arid1b	726.6790316307321	428.1546070476914	492.954656158509	445.6946145526493	487.9767811802335	416.15086996235783
gRNA_741	Arid1b	1370.2057362589426	896.668050005616	1355.1867326777517	863.9370245857514	897.3904071137628	978.6405073840062
gRNA_767	Arid1b	1017.7121761395576	736.9874383607803	871.0035116822055	771.0839798872828	837.6381481937341	973.3052398203863
gRNA_768	Arid1b	488.0680063191484	478.16446893645866	406.99459156147367	621.7116905897464	479.12459467356257	394.8097997078779
gRNA_769	Arid1b	1317.7836170617009	746.6384643393143	1042.0464973599799	935.7972070045662	1004.7231685071474	1265.9827747389677
gRNA_806	Arid1b	97.6136012638297	33.33990792584483	23.682874939999543	96.08271581841534	4.426093253335451	21.341070254479888
gRNA_807	Arid1b	260.3029367035458	110.54811575411705	173.6744162266633	29.87445785950729	39.83483928001906	62.49884860240539
gRNA_828	Arid2	285.61016666083503	531.6837948174201	650.8404890918393	884.1224690854184	719.2401536670108	587.641613078714
gRNA_829	Arid2	220.53443248494855	507.99491287010926	783.2891600525775	676.6160996288407	509.00072413357685	583.0685265956112
gRNA_830	Arid2	432.03056855657957	686.1002104739645	1029.766488131832	985.0496915837539	597.5225892002859	528.9536698788944
gRNA_831	Arid2	110.26721624247428	479.9192009325557	622.7718965703584	659.6603262491204	542.1964235335928	467.97918343752326
gRNA_871	Arid2	643.5267046282105	635.2129825871488	462.25463308813926	549.0440903909448	797.8033089137151	804.8632210260986
gRNA_895	Arid5b	23.499570674625666	71.06664584193238	57.01432855925816	286.63331189527264	231.2633724867773	202.74016741755892
gRNA_896	Arid5b	184.3812468316783	294.7949753443121	134.20295799333076	377.0641032537812	315.3591443001509	310.20769977047553
gRNA_901	Arid5b	90.38296413317563	191.26578757458347	157.8858329333303	134.03135147778946	151.5936939267392	217.22160794738457
gRNA_974	Asxl2	900.2143227664293	671.1849885071392	677.1547945807278	592.6446505102257	369.5787866535102	578.4954401125084
gRNA_978	Asxl2	1691.9690885730479	764.1857843002853	1083.2722426259052	876.8557090655383	804.4424487937182	816.2959372338557
gRNA_979	Asxl2	703.1794609561065	455.3529529871964	460.5003460555467	373.83443213383447	385.07011304018425	495.4177023361402
gRNA_992	Atm	336.22462657541337	557.127408760828	841.180632128132	612.0226772299061	536.6638069669234	654.7135481642223
gRNA_993	Atm	372.37781222868364	400.07889511013786	585.0547253696184	513.5177080715307	630.7182886003018	647.0917373590509
gRNA_999	Atm	1523.8567752853412	1131.802137482627	1216.5980571029395	835.6774022862174	1063.368904113842	927.5743749893579
gRNA_1000	Atm	363.33951581536604	424.6451430554972	379.803142556289	691.9570374485878	728.0923401736817	746.175277826279
gRNA_1008	Atm	1353.936802714971	1127.415307492384	1256.0695153362722	1226.4676077997722	1315.656219553963	1529.6974285978977
gRNA_1009	Atm	1267.1691571471224	742.2516343490715	989.4178863822032	881.7002157454584	766.8206561403669	895.5627696076382
gRNA_1010	Atm	115.69019409046481	418.5035810691574	234.1973188511066	522.3993036513842	416.0527658135324	330.7865889444383
gRNA_1011	Atm	139.18976476509047	644.8640085656828	783.2891600525775	662.8899973690671	470.2724081668917	501.5151509802774
gRNA_1014	Atm	1644.9699472237967	1079.160177599714	1450.7953759540462	1376.6473148772955	1362.130198713985	1326.1950800998216
gRNA_1017	Atm	766.4475358493294	584.3257547003329	684.1719427110979	484.4506679920101	617.4400088402954	457.30864831028333
gRNA_1018	Atm	95.80594198116617	460.6171489754877	289.4573603777722	227.69181395624474	272.20473508013026	185.9721836461819
gRNA_1035	Atm	229.57272889826612	651.8829365500711	305.24594367110524	273.7146274154857	292.12215472013975	209.5997971422132
gRNA_1036	Atm	50.614459914578354	136.8690956955735	68.41719427110979	188.12834273689725	182.57634670008736	213.41070254479888
gRNA_1045	Atm	916.483256310401	585.2031206983816	616.6318919562844	340.73030315438047	456.99412840688535	554.10564553596
gRNA_1046	Atm	1041.2117468141832	704.5248964329841	501.7260913214718	510.288036951584	760.1815162603638	698.9200508342163
gRNA_1047	Atm	119.30551265579184	283.389217369681	260.51162433999497	477.99132575211667	268.88516514012866	323.926959219784
gRNA_1048	Atm	238.6110253115837	599.2409766671583	432.43175353406576	416.6275744731287	826.5729150603955	600.5986914475054
gRNA_1049	Atm	791.7547658066186	842.2713581266061	934.1578448555375	469.9171479522498	610.8008689602923	498.4664266582088
gRNA_1056	Atm	448.29950210055114	321.9933212838171	364.8917027792522	339.11546759440705	252.28731544012072	296.488440321167
gRNA_1065	Atm	594.7199039962957	629.9487865988574	618.386178988877	426.3165878329689	583.1377861269457	619.6532184604339
gRNA_1066	Atm	2071.5775379323854	954.5742058768202	1764.8127547881143	957.5974870642067	1218.282167980583	1345.24960711275
gRNA_1069	Atp6v1b2	450.10716138321465	491.3249589071869	325.4202445459197	666.9270862690006	455.8876050935515	615.8423130578482
gRNA_1082	Atr	1193.0551265579184	780.8557382632077	1120.989413826645	461.0355523723963	719.2401536670108	654.7135481642223
gRNA_1083	Atr	1990.2328702125276	853.6771161012372	1398.1667649762694	646.7416417693335	792.2706923470457	975.5917830619377
gRNA_1095	Atr	441.0688649698971	525.5422328310802	654.3490631570245	568.4221171106252	371.7918332801779	474.07663208166036
gRNA_1109	Atr	81.34466771985807	402.71099310428355	475.41178583258346	584.5704727103589	234.5829424267789	466.454821276489
gRNA_1121	Atrx	768.2551951319929	788.7520322456446	768.3777202755408	1034.3021761629416	929.4795832004447	827.7286534416128
gRNA_1122	Atrx	439.2612056872336	794.016228233936	662.243354803691	957.5974870642067	838.744671507068	785.0465129326531
gRNA_1127	Atrx	453.7224799485417	530.8064288193715	974.5064466051664	920.4562691848192	622.9726254069648	606.6961400916425
gRNA_1145	Atrx	733.9096687613861	713.2985564134696	733.2919796236896	681.4606063087609	636.250905166971	647.853918439568
gRNA_1146	Atrx	1005.0585611609131	751.025294329557	906.0892523340566	923.685940304766	1055.6232409205052	826.9664723610956
gRNA_1148	Atrx	354.3012194020485	276.3702893852926	148.23725425407122	393.2124588535149	471.37893148022556	641.7564697954309
gRNA_1149	Atrx	72.30637130654051	205.30364354336024	122.80009228147911	473.9542368521832	568.7529830536055	369.65782405081234
gRNA_1150	Atrx	399.4927014686363	844.9034561207517	1190.2837516140512	1158.644514280891	733.624956740351	914.6172966205667
gRNA_1151	Atrx	441.0688649698971	502.730716881818	538.5661190059155	481.2209968720634	505.6811541935753	384.139264580638
gRNA_1281	B2m	325.37867087943226	425.5225090535458	441.20318869702857	448.92428567259606	472.4854547935594	553.3434644554428
gRNA_1282	B2m	2066.154560084395	902.8096119919559	1367.4667419058997	1220.0082655598787	1127.5472562872062	988.5488614307291
gRNA_1283	B2m	1209.32406010189	479.9192009325557	698.2062389718384	500.5990235917438	641.7835217336404	573.1601725488885
gRNA_1284	B2m	531.4518291030728	809.8088161988098	483.30607747924995	415.820156693142	510.1072474469107	480.93626180631463
gRNA_1285	B2m	122.92083122111886	291.2855113521179	224.54874017184753	453.76879235251613	236.79598905344665	371.1821862118466
gRNA_1313	Bap1	1883.5809725353802	689.6096744661587	851.7063543236873	683.0754418687343	555.4747032935991	640.2321076343966
gRNA_1314	Bap1	605.5658596922767	511.50437686230345	464.00892012073183	313.2780986348332	412.7331958735308	277.4339133082385
gRNA_1317	Bap1	272.9565516821904	380.7768431530698	354.36598058369685	378.67893881375454	366.2592167135086	333.83531326650683
