id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
safe_target	313	5.3638e-08	4.9737e-06	0.002392	1	152	-0.35004	0.98227	0.99992	0.999915	476	68	-0.35004
non_target	123	6.1748e-06	0.00015418	0.025718	2	64	-0.47255	0.96743	0.99971	0.999915	469	24	-0.47255
Atrx	38	1.2281e-05	0.00021387	0.025718	3	26	-0.6474	0.52904	0.88477	0.999915	344	6	-0.6474
Tshr	22	2.0025e-05	0.00018403	0.025718	4	13	-0.78315	0.84677	0.97119	0.999915	429	4	-0.78315
Phox2b	26	3.3268e-05	0.00045261	0.043541	5	14	-0.39886	0.49928	0.83889	0.999915	336	6	-0.39886
Ctcf	44	4.0245e-05	0.00062171	0.049841	6	25	-0.51779	0.5536	0.90564	0.999915	354	4	-0.51779
Epha3	81	8.1786e-05	0.0011887	0.077452	7	42	-0.41835	0.89576	0.99664	0.999915	443	16	-0.41835
Phf6	6	0.00025823	0.0012882	0.077452	8	5	-1.2595	0.65972	0.78378	0.999915	380	1	-1.2595
Pik3cg	92	0.00031445	0.0048096	0.210309	9	45	-0.24306	0.34388	0.82282	0.999915	280	24	-0.24306
Hist1h3g	11	0.0004153	0.0031583	0.151914	10	7	-0.64285	0.89738	0.95355	0.999915	445	2	-0.64285
Map2k4	30	0.00054548	0.0053368	0.211815	11	18	-0.61623	0.55594	0.8819	0.999915	357	5	-0.61623
Piga	3	0.00059589	0.001706	0.091175	12	3	-1.7924	0.98744	0.98747	0.999915	478	0	-1.7924
Amer1	39	0.00088676	0.0094749	0.303828	13	21	-0.4242	0.60124	0.92062	0.999915	369	9	-0.4242
Ctnnb1	52	0.0017011	0.018607	0.47104	14	22	-0.16617	0.16829	0.56355	0.999915	201	20	-0.16617
Cul3	24	0.0017724	0.014966	0.39992	15	15	-0.60416	0.90711	0.98622	0.999915	451	4	-0.60416
Brip1	10	0.0023355	0.013305	0.376442	16	8	-0.76109	0.9916	0.99152	0.999915	480	0	-0.76109
H2-D1	3	0.0030556	0.0082315	0.282809	17	3	-0.49137	0.97769	0.97738	0.999915	472	0	-0.49137
Nfe2l2	14	0.0036943	0.02361	0.540784	18	8	-0.44989	0.9799	0.99235	0.999915	474	1	-0.44989
Rac1	12	0.0037316	0.022476	0.54055	19	8	-0.74562	0.49097	0.756	0.999915	334	4	-0.74562
Atm	69	0.0039083	0.040103	0.771579	20	33	-0.37007	0.82469	0.98998	0.999915	422	16	-0.37007
Pgr	22	0.0049017	0.034483	0.691089	21	10	-0.14145	0.12299	0.4015	0.999915	173	6	-0.14145
Nkx3-1	11	0.0052623	0.027897	0.609939	22	7	-0.70495	0.88107	0.9474	0.999915	438	2	-0.70495
Hist1h2bm	1	0.0060796	0.0057247	0.211815	23	1	-1.2029	0.99392	0.99399	0.999915	481	0	-1.2029
Smo	45	0.0062189	0.05207	0.822889	24	20	-0.22863	0.2233	0.63415	0.999915	228	11	-0.22863
Setd2	45	0.006239	0.052179	0.822889	25	14	0.093194	0.38281	0.80308	0.999915	298	17	0.093194
Pparg	20	0.0071925	0.046638	0.822889	26	6	-0.25568	0.79358	0.95223	0.999915	417	5	-0.25568
Setdb1	6	0.0079038	0.031349	0.655606	27	3	-0.38957	0.96067	0.9609	0.999915	466	0	-0.38957
Kmt2c	75	0.008228	0.075635	0.891642	28	33	-0.17525	0.032435	0.21507	0.912357	84	23	-0.17525
Pik3cd	43	0.0082823	0.066165	0.891642	29	18	-0.21593	0.038974	0.21706	0.912357	91	15	-0.21593
Brca2	13	0.0097354	0.053034	0.822889	30	8	-0.86817	0.66379	0.86835	0.999915	383	3	-0.86817
Plcg2	75	0.0099527	0.08796	0.891642	31	28	-0.023489	0.44652	0.88236	0.999915	318	27	-0.023489
