sgRNA	Gene	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3
gRNA_4	Abl1	2127.794384967104	2184.5546156122227	1581.183034557138	2909.427270356225	2276.8542482357775	981.4923367517049
gRNA_5	Abl1	1257.062883856264	1767.9735734161238	2277.20985219028	1759.9978666997245	1063.981852959555	1360.8853386709736
gRNA_6	Abl1	4129.7834222196725	4600.543143555611	5139.419141863201	7129.625869836332	1590.9539971140516	2334.4553157538307
gRNA_7	Abl1	2362.564994481631	3404.347471192957	3480.13408816571	6077.212525937994	12764.43638063114	3808.0142141595293
gRNA_8	Abl1	100.04992219817389	400.2445307374284	236.6031756310681	479.80768684743833	204.0971478947574	189.25636986692066
gRNA_9	Abl1	721.1519144581247	298.59512610570056	1040.5945491346974	1724.144105484751	694.2648883305272	1394.33530171722
gRNA_10	Abl1	1377.9152651253453	1600.0705389797874	1215.9412391654892	385.95519425530205	428.2694250906385	894.3463803943786
gRNA_11	Abl1	833.0889561253884	720.6216721213564	646.2559230829173	1229.573105195853	396.4838036971927	486.7849885414285
gRNA_12	Abl1	1718.679356572591	971.1148478209715	1555.9147342470237	1791.633538359995	787.9488250691044	981.4923367517049
gRNA_13	Abl1	519.0708834835953	676.1500575949755	1098.0225043849568	925.8706572572547	590.5433869413882	828.3267164873132
gRNA_14	Abl1	1476.9745940344283	1109.9751952196711	1794.8150280881023	177.1597612975157	757.8361311174189	528.1573112565228
gRNA_15	Abl1	3415.565660785184	3715.6487728776233	3166.194599464293	4881.3841371797635	5980.7156042930965	2219.1409694628233
gRNA_16	Abl1	1136.2105025871826	1177.1364089942056	2473.9963121811684	3840.5705395568584	3730.6281951254837	2907.505998467158
gRNA_17	Abl1	1034.1793938108272	1078.209756272256	1026.0461338046318	2667.9416433494926	1067.3277078430756	1128.4961217181037
gRNA_18	Abl1	943.0448112144707	1303.2905808139392	715.9351754532319	679.1124183071436	777.9112604185426	733.2584004611391
gRNA_19	Abl1	544.8263089999568	802.3042294147091	478.5662937521604	420.7544330815998	1500.615915258995	866.1779904606974
gRNA_20	Abl1	116.89000811271801	716.9913362416518	388.2129774917525	1253.827120135394	470.0926111346462	701.5689617857478
gRNA_21	Abl1	229.8176430690727	774.1691263469987	697.5582297731489	3726.682121579884	1147.6282250475704	1563.3456413193076
gRNA_22	Abl1	844.9760755944785	977.4679356104544	470.9092330521258	1013.3960155173369	1040.5608687749107	1360.8853386709736
gRNA_23	Abl1	230.80823635816353	668.8893858355664	398.9328624718009	123.37911947505557	217.48056742883986	1277.2604310553577
